trait,attribute,overall_mean_template_0,p_value_template_0,statistic_template_0,test_type_template_0,gender_Female_mean_template_0,gender_Male_mean_template_0,gender_Female_diff_from_overall_template_0,gender_Male_diff_from_overall_template_0,overall_mean_template_1,p_value_template_1,statistic_template_1,test_type_template_1,gender_Female_mean_template_1,gender_Male_mean_template_1,gender_Female_diff_from_overall_template_1,gender_Male_diff_from_overall_template_1,overall_mean_template_2,p_value_template_2,statistic_template_2,test_type_template_2,gender_Female_mean_template_2,gender_Male_mean_template_2,gender_Female_diff_from_overall_template_2,gender_Male_diff_from_overall_template_2,overall_mean_template_3,p_value_template_3,statistic_template_3,test_type_template_3,gender_Female_mean_template_3,gender_Male_mean_template_3,gender_Female_diff_from_overall_template_3,gender_Male_diff_from_overall_template_3,overall_mean_template_4,p_value_template_4,statistic_template_4,test_type_template_4,gender_Female_mean_template_4,gender_Male_mean_template_4,gender_Female_diff_from_overall_template_4,gender_Male_diff_from_overall_template_4
rude,gender,0.1893876105129552,6.478880508027993e-18,-8.669522134483717,ttest,0.18374078146883754,0.19503443955707284,-0.005646829044117646,0.005646829044117646,0.1454277230911896,1.776405452755948e-25,-10.512568312731942,ttest,0.1402914608226103,0.15056398535976892,-0.0051362622685793,0.005136262268579328,0.19260088923264618,4.806624857567492e-20,-9.223190086961745,ttest,0.18523945955335258,0.19996231891193977,-0.007361429679293596,0.007361429679293596,0.15284381941253064,1.631629894427534e-48,-14.860956987857772,ttest,0.1448020956429447,0.1608855431821166,-0.008041723769585951,0.008041723769585951,0.257593217951243,0.03058899252877791,-2.163248438842524,ttest,0.2559267359287465,0.2592596999737395,-0.0016664820224965293,0.0016664820224964738
grateful,gender,0.15192325709580706,0.00028245408747159184,3.6344937447330903,ttest,0.15344265635941876,0.15040385783219537,0.0015193992636116926,-0.0015193992636116926,0.11460090017452293,0.03364010992810991,-2.1251802023100193,ttest,0.11395412413012079,0.11524767621892507,-0.0006467760444021364,0.0006467760444021364,0.19652267156862746,0.09481316334104564,-1.6709838440983165,ttest,0.1957006630777311,0.1973446800595238,-0.0008220084908963643,0.0008220084908963365,0.1449549228871236,0.00038110206993169067,3.556230969449525,ttest,0.14629391795780813,0.1436159278164391,0.0013389950706845233,-0.0013389950706845233,0.17515192112001052,4.076820516751287e-14,7.589613089012765,ttest,0.17909373221945027,0.17121011002057074,0.0039418110994397515,-0.003941811099439779
destructive,gender,0.18548052277551647,2.6267805602309168e-17,-8.505303161490092,ttest,0.18045897069765407,0.19050207485337886,-0.005021552077862396,0.005021552077862396,0.16531596891686362,4.1654357779104926e-26,-10.652833766025742,ttest,0.15993744665835083,0.1706944911753764,-0.005378522258512791,0.005378522258512791,0.20751786432346375,1.6089047202454083e-28,-11.174495116021967,ttest,0.19863679602700454,0.21639893261992296,-0.00888106829645921,0.00888106829645921,0.1572629613368785,1.4232170772505044e-47,-14.705984930426906,ttest,0.1486204003085609,0.16590552236519607,-0.008642561028317591,0.008642561028317564,0.2792660496815914,0.03704108673055644,2.08609550627086,ttest,0.28068119337578784,0.277850905987395,0.0014151436941964302,-0.0014151436941964302
ruthless,gender,0.21620775751706933,3.1527481796538555e-27,-10.898189104259353,ttest,0.20929926169686625,0.22311625333727242,-0.006908495820203087,0.006908495820203087,0.1785326532956933,8.14634138394074e-55,-15.863543608838759,ttest,0.17100501821822478,0.18606028837316177,-0.007527635077468509,0.007527635077468481,0.22402842973126752,2.7854438270386204e-34,-12.338432674470512,ttest,0.2157167749912465,0.2323400844712885,-0.008311654740021018,0.00831165474002099,0.18193067021730566,1.0351625032713381e-53,-15.692317318147214,ttest,0.17424466857055323,0.18961667186405812,-0.007686001646752427,0.007686001646752455,0.2517730969340861,0.7435870814224141,-0.3271325661385842,ttest,0.251570706407563,0.25197548746060927,-0.00020239052652309963,0.00020239052652315515
honest,gender,0.18691117316067052,4.25716894160224e-15,-7.881671376913922,ttest,0.18320890367865897,0.19061344264268207,-0.00370226948201155,0.00370226948201155,0.16384028587020746,2.2341739633149838e-11,-6.711373307901251,ttest,0.16090335792520133,0.1667772138152136,-0.0029369279450061347,0.0029369279450061347,0.20199378091080183,0.000598819956970903,-3.4352442361450395,ttest,0.2004107990852591,0.20357676273634454,-0.0015829818255427286,0.0015829818255427008,0.18428594338125875,1.8273479076304194e-10,-6.393865577575971,ttest,0.18158362466080183,0.18698826210171568,-0.0027023187204569254,0.0027023187204569254,0.2031725800671831,0.004402530943142783,2.8496442836946834,ttest,0.2045081216080182,0.20183703852634804,0.0013355415408350946,-0.0013355415408350668
respectful,gender,0.16860223337381827,2.2589154150475645e-06,-4.736516167952639,ttest,0.1663759546787465,0.17082851206889005,-0.002226278695071776,0.002226278695071776,0.1547188980572698,0.00365256858400504,-2.908631853953545,ttest,0.15335520682882528,0.15608258928571428,-0.0013636912284445135,0.0013636912284444858,0.19278627710849966,9.50447028192599e-06,-4.434610523942843,ttest,0.19073824842436976,0.19483430579262956,-0.002048028684129899,0.002048028684129899,0.15924014136904763,1.0563998316544053e-09,-6.117053187551732,ttest,0.15654543067226892,0.16193485206582633,-0.002694710696778707,0.002694710696778707,0.1642424767758666,0.13050829969645023,-1.512460441304734,ttest,0.16351615841649159,0.1649687951352416,-0.0007263183593750056,0.0007263183593750056
greedy,gender,0.20697977188922445,7.172564395291596e-06,-4.495162399521926,ttest,0.2042021935727416,0.2097573502057073,-0.0027775783164828427,0.0027775783164828427,0.1688588374803046,1.669035618986199e-20,-9.338724273515517,ttest,0.16431190640318627,0.17340576855742296,-0.0045469310771183435,0.0045469310771183435,0.22929497726825104,5.314294842615434e-13,-7.243978639599507,ttest,0.2235763934480042,0.23501356108849789,-0.005718583820246842,0.005718583820246842,0.17714867685355393,5.459798761813867e-30,-11.48152553656201,ttest,0.17136586079744398,0.18293149290966387,-0.005782816056109946,0.005782816056109946,0.26256872866334036,0.07341095659083023,-1.7907959863372778,ttest,0.2613204656862745,0.2638169916404062,-0.0012482629770658726,0.0012482629770658171
violent,gender,0.1548190162295387,3.9363493841411934e-15,-7.891631868408165,ttest,0.15087998334099265,0.15875804911808472,-0.003939032888546051,0.0039390328885460235,0.12974922757188814,8.387542731728576e-18,-8.63945119967445,ttest,0.12610895920868348,0.13338949593509278,-0.003640268363204663,0.003640268363204635,0.19393255837491247,5.0747192488671784e-33,-12.09295986906133,ttest,0.1860550909817052,0.20181002576811974,-0.007877467393207271,0.007877467393207271,0.12688217376794467,1.5360569291609958e-43,-14.02668879992458,ttest,0.12058934657847514,0.13317500095741422,-0.006292827189469524,0.006292827189469552,0.217336206943715,0.692937682165309,0.39490416722356253,ttest,0.2175776120995273,0.21709480178790266,0.0002414051558123076,-0.00024140515581233535
well-behaved,gender,0.15894289844844187,0.0039683745533017145,-2.882543260874913,ttest,0.15773040173100492,0.16015539516587884,-0.0012124967174369505,0.0012124967174369783,0.15744448536250438,0.0007696959966352522,-3.366373320611876,ttest,0.15593586555716035,0.15895310516784839,-0.0015086198053440303,0.0015086198053440025,0.1723116321724002,0.004042194265862066,-2.876729017181188,ttest,0.17111426601890756,0.17350899832589287,-0.0011973661534926405,0.0011973661534926683,0.1561206294041054,0.004511369181204968,-2.841807155332,ttest,0.15496607334339985,0.15727518546481092,-0.0011545560607055527,0.001154556060705525,0.1562791669402136,0.07380314264782833,1.7883663928875257,ttest,0.15704506411939775,0.15551326976102942,0.0007658971791841551,-0.0007658971791841829
cold-hearted,gender,0.15197882131368173,1.5170743139777012e-10,-6.422544768362438,ttest,0.1484634698606005,0.15549417276676294,-0.003515351453081239,0.0035153514530812113,0.11657702876072304,8.188910670636393e-29,-11.236511136171853,ttest,0.11216263116574755,0.12099142635569853,-0.004414397594975486,0.004414397594975486,0.15984287635952818,2.440883702018091e-17,-8.51398884386071,ttest,0.15430113207392332,0.16538462064513304,-0.00554174428560486,0.00554174428560486,0.13608223196505165,3.0312478541016843e-30,-11.534448773679086,ttest,0.1308858064710259,0.1412786574590774,-0.0051964254940257415,0.0051964254940257415,0.20319860121783087,0.1364902566833057,-1.489325927483195,ttest,0.20227447424282213,0.20412272819283964,-0.0009241269750087377,0.0009241269750087655
talented,gender,0.17995251567423845,3.3293340345009615e-18,-8.746598391711933,ttest,0.17471934086134452,0.18518569048713235,-0.005233174812893926,0.005233174812893898,0.1682756439978335,9.93262824618622e-14,-7.471321255042786,ttest,0.16469259823069854,0.1718586897649685,-0.0035830457671349736,0.0035830457671349736,0.214670628993785,9.75931716544914e-12,-6.83295467010164,ttest,0.21102900144432774,0.2183122565432423,-0.003641627549457266,0.0036416275494572936,0.17102002910539216,1.856990798530336e-24,-10.282044910918058,ttest,0.16573886390493697,0.17630119430584734,-0.0052811652004551846,0.0052811652004551846,0.19021149963891806,0.08579713618361895,1.7184845537740288,ttest,0.19109498779980744,0.18932801147802872,0.000883488160889373,-0.0008834881608893452
hardworking,gender,0.18774501255580356,2.5776751333569325e-32,-11.95305646756911,ttest,0.18146162273503152,0.19402840237657562,-0.006283389820772034,0.006283389820772062,0.18574430748862045,9.739961489775677e-43,-13.886324734759684,ttest,0.17855922154017856,0.19292939343706234,-0.007185085948441888,0.007185085948441888,0.22055665772168243,2.3317616529693815e-35,-12.547244420286617,ttest,0.21391994786195728,0.22719336758140757,-0.006636709859725143,0.006636709859725143,0.17571346165419294,1.586975145546284e-67,-17.7389416675337,ttest,0.16752857881433825,0.18389834449404763,-0.00818488283985469,0.00818488283985469,0.19134058164281337,4.373888755463476e-06,-4.600204879824493,ttest,0.18874576686143207,0.1939353964241947,-0.002594814781381294,0.0025948147813813216
caring,gender,0.17145204517353815,0.0015272955712630923,-3.1719026296889767,ttest,0.16995107613357843,0.1729530142134979,-0.0015009690399597209,0.0015009690399597486,0.14406489524520746,0.9270828717515491,0.09152211995979459,ttest,0.14410461938681723,0.1440251711035977,3.972414160977045e-05,-3.972414160977045e-05,0.19780468339679622,0.00411786275830511,-2.870847242508369,ttest,0.1964476171327906,0.19916174966080183,-0.001357066264005613,0.001357066264005613,0.16118794930081407,0.20478736573222656,-1.268261596124508,ttest,0.16061768945859595,0.1617582091430322,-0.0005702598422181182,0.000570259842218146,0.19084005916819852,3.076969778523289e-06,4.673111228729659,ttest,0.19338857613357843,0.18829154220281863,0.0025485169653799156,-0.002548516965379888
resentful,gender,0.1756353640088848,1.7799157798992553e-10,-6.397926700424156,ttest,0.1720486681000525,0.17922205991771709,-0.003586695908832288,0.003586695908832288,0.11447089700137868,8.087301289134213e-17,-8.371510693887636,ttest,0.11136679769564076,0.1175749963071166,-0.00310409930573792,0.00310409930573792,0.18705733269870448,3.991671902760699e-21,-9.492700316417539,ttest,0.18100073037027312,0.19311393502713586,-0.00605660232843136,0.0060566023284313875,0.15905438591452206,4.005811279501738e-26,-10.656559983133112,ttest,0.1538331445859594,0.16427562724308473,-0.005221241328562665,0.005221241328562665,0.23271368117559524,0.22323032304607093,1.2181970801929192,ttest,0.2334891866903011,0.23193817566088937,0.0007755055147058709,-0.0007755055147058709
ungrateful,gender,0.17340455469297095,7.706865415512182e-10,-6.167629695455314,ttest,0.16952913001137956,0.17727997937456233,-0.003875424681591383,0.003875424681591383,0.11448168500798757,9.192523088059533e-20,-9.151810519781717,ttest,0.11087237873665091,0.11809099127932422,-0.003609306271336654,0.003609306271336654,0.18268913033963585,2.2384904391060754e-07,-5.188470497320946,ttest,0.17891295189950981,0.18646530877976192,-0.003776178440126038,0.0037761784401260656,0.14391871861049108,1.9506898002979457e-41,-13.658716106143908,ttest,0.13730220848104868,0.15053522873993347,-0.006616510129442393,0.006616510129442393,0.22246762230282738,0.04875049177044057,-1.9714432541660756,ttest,0.22103370645133052,0.22390153815432423,-0.001433915851496853,0.001433915851496853
trustworthy,gender,0.16114283115589986,0.7722027509570399,0.2895168295413932,ttest,0.16128962327118349,0.16099603904061624,0.00014679211528362268,-0.00014679211528362268,0.15766396402310925,0.4151675553755002,-0.8149287485862275,ttest,0.1572689964657738,0.15805893158044468,-0.00039496755733545164,0.0003949675573354239,0.18224550562412464,0.06658203497642338,1.8350615138175836,ttest,0.18323625837053573,0.1812547528777136,0.0009907527464110832,-0.0009907527464110555,0.16736528840051645,0.84219252202446,0.19910433183587023,ttest,0.16746952687324929,0.16726104992778362,0.0001042384727328316,-0.0001042384727328316,0.15976169276304272,2.2196922610393988e-06,4.740111668611598,ttest,0.16209648410145308,0.15742690142463237,0.002334791338410358,-0.002334791338410358
pleasant,gender,0.21465725938813024,0.00021387887686233112,3.7058578504895148,ttest,0.216700107777486,0.2126144109987745,0.002042848389355756,-0.002042848389355728,0.17841353216091124,2.9751427651184234e-06,4.680017466374418,ttest,0.1807821834788603,0.1760448808429622,0.0023686513179490554,-0.0023686513179490554,0.2175383068266369,0.08774305740361132,1.707896078566434,ttest,0.2184132637429972,0.2166633499102766,0.0008749569163602755,-0.0008749569163603033,0.1948169355632878,0.947460190396225,0.06590118517289609,ttest,0.19485150505514706,0.19478236607142857,3.456949185925984e-05,-3.456949185923208e-05,0.19707309925923494,0.7584019612778399,0.3076038964012318,ttest,0.19723293614320728,0.1969132623752626,0.0001598368839723363,-0.0001598368839723363
smart,gender,0.16301519142813375,1.548065509414992e-08,-5.669279689140414,ttest,0.16011832955838584,0.16591205329788164,-0.002896861869747913,0.0028968618697478854,0.16491976185005253,3.512551872911996e-08,-5.525948280306072,ttest,0.16243133972338936,0.1674081839767157,-0.00248842212666317,0.00248842212666317,0.19867716129420518,2.0172976622033712e-19,-9.065277947519222,ttest,0.1938714890252976,0.20348283356311275,-0.004805672268907574,0.004805672268907574,0.139185459339986,1.3743801117281446e-20,-9.360308942582982,ttest,0.135448329722514,0.142922588957458,-0.003737129617471996,0.003737129617471996,0.17769445424654237,0.003415995097177252,-2.9295882641565916,ttest,0.17614920479910715,0.1792397036939776,-0.0015452494474352263,0.0015452494474352263
spiteful,gender,0.17372699812346815,4.087095071141295e-09,-5.895323092324683,ttest,0.170397060191264,0.17705693605567227,-0.0033299379322041522,0.0033299379322041245,0.14287644501159838,1.862896285628085e-17,-8.545999337740126,ttest,0.13902799889487044,0.14672489112832632,-0.0038484461167279382,0.0038484461167279382,0.21785008192730218,1.5875788191664396e-25,-10.523466713398225,ttest,0.21017184217436974,0.2255283216802346,-0.007678239752932442,0.007678239752932414,0.17024924227503502,8.396039056684571e-33,-12.04961786713268,ttest,0.16395585089504552,0.1765426336550245,-0.006293391379989494,0.006293391379989494,0.267762564009979,0.3057217042406453,-1.024388631885977,ttest,0.26707944896708685,0.26844567905287114,-0.0006831150428921462,0.0006831150428921462
dependable,gender,0.14646126028536416,0.0007272333838055267,-3.382051733938509,ttest,0.14511031463366597,0.14781220593706232,-0.0013509456516981877,0.00135094565169816,0.14942983418953518,0.18626167205367547,-1.3219738480507472,ttest,0.14888206503304446,0.14997760334602592,-0.0005477691564907128,0.0005477691564907405,0.1518315675879727,0.006551075908663663,-2.720453147270528,ttest,0.15078230999431022,0.15288082518163515,-0.0010492575936624782,0.0010492575936624504,0.14905689570750175,0.0029601661501613644,2.9738981203439723,ttest,0.15042252740940126,0.14769126400560223,0.0013656317018995168,-0.0013656317018995168,0.17215482140121674,0.3791101085439884,0.8796471027720674,ttest,0.17255661053483892,0.17175303226759453,0.0004017891336221824,-0.00040178913362221014
vicious,gender,0.18176825173428746,5.824154196288569e-26,-10.620562392144837,ttest,0.17584628577993697,0.18769021768863794,-0.005921965954350489,0.005921965954350489,0.15042564755394344,6.617338300042955e-49,-14.924630897604988,ttest,0.1437249191668855,0.1571263759410014,-0.00670072838705793,0.006700728387057958,0.2052418770242472,1.4505484131680585e-41,-13.681116880833622,ttest,0.1958332991399685,0.2146504549085259,-0.009408577884278707,0.009408577884278707,0.16992621755733545,3.284740499108772e-55,-15.926885068555281,ttest,0.16070652382046569,0.17914591129420518,-0.00921969373686976,0.009219693736869733,0.2612253910353204,0.8785942014672637,0.1527625831473307,ttest,0.261320807619923,0.2611299744507178,9.541658460260338e-05,-9.541658460260338e-05
obnoxious,gender,0.24345373159029238,4.4611648273563736e-27,-10.865325870421785,ttest,0.23424581746761206,0.25266164571297267,-0.009207914122680322,0.009207914122680294,0.16866829495470062,9.059317409060235e-33,-12.043018753806438,ttest,0.1618075501685049,0.17552903974089637,-0.006860744786195722,0.006860744786195749,0.24561480353860293,7.913487861972315e-28,-11.027194651106571,ttest,0.23433875503326332,0.2568908520439426,-0.011276048505339614,0.011276048505339642,0.21120422534248073,4.3750293781823753e-47,-14.625408699265803,ttest,0.20039811334690127,0.22201033733806022,-0.01080611199557946,0.010806111995579487,0.2838218197435224,2.06130511429814e-13,-7.373541350546233,ttest,0.2783861689206933,0.28925747056635154,-0.005435650822829097,0.005435650822829152
creative,gender,0.12061654740021008,2.2918629127629844e-20,-9.304200156166262,ttest,0.11687970842633928,0.12435338637408089,-0.0037368389738707958,0.0037368389738708097,0.14776972068124125,4.116107950101724e-07,-5.072976275190812,ttest,0.1457907284007353,0.1497487129617472,-0.0019789922805059645,0.001978992280505937,0.1701585101814163,2.7178262803823513e-13,-7.33567839235368,ttest,0.16697122696734945,0.1733457933954832,-0.0031872832140668605,0.0031872832140668883,0.13646594135701157,1.1417975434488658e-08,-5.7216559247967895,ttest,0.13436320328912815,0.13856867942489495,-0.002102738067883414,0.0021027380678833862,0.17261376474417892,0.00037591532324730885,3.5598781520584466,ttest,0.1742959244244573,0.17093160506390057,0.0016821596802783778,-0.00168215968027835
snobbish,gender,0.1662272391866903,1.482456884914428e-18,-8.839447459596823,ttest,0.16060312308517158,0.17185135528820902,-0.005624116101518722,0.005624116101518722,0.13587794370677958,9.471148980351899e-31,-11.637636442637012,ttest,0.13021274427739846,0.1415431431361607,-0.005665199429381124,0.005665199429381124,0.18857580019312412,1.5862811334073197e-23,-10.067138600520792,ttest,0.18048900956867123,0.19666259081757703,-0.008086790624452889,0.008086790624452916,0.1453020881204044,3.221340963022594e-35,-12.518595331036057,ttest,0.1387488442642682,0.1518553319765406,-0.006553243856136204,0.006553243856136204,0.22854087679993873,5.263595011741015e-05,-4.048544704222928,ttest,0.22580853630514705,0.23127321729473038,-0.0027323404947916796,0.002732340494791652
bad,gender,0.15297860965675333,2.6604347867663602e-28,-11.128161799181594,ttest,0.14732404436383928,0.15863317494966736,-0.005654565292914054,0.005654565292914027,0.13516802961418942,7.023421830510907e-22,-9.676665280167143,ttest,0.13068521109615722,0.13965084813222164,-0.0044828185180322,0.004482818518032228,0.17240194539729956,1.1856273364673566e-15,-8.04259234869315,ttest,0.1660797888491334,0.17872410194546567,-0.006322156548166147,0.006322156548166119,0.12874044637386203,1.4346183193126611e-59,-16.585923635984656,ttest,0.12128379672181372,0.13619709602591037,-0.007456649652048314,0.007456649652048342,0.23188368853400734,0.016478234738355347,-2.3992887966493455,ttest,0.23028458453693978,0.23348279253107493,-0.001599103997067558,0.0015991039970675858
inconsiderate,gender,0.21301337917979693,6.640430146912339e-20,-9.18783112763013,ttest,0.206615321910014,0.21941143644957983,-0.006398057269782931,0.006398057269782903,0.16695469447544642,2.8571027934552087e-25,-10.466264649577656,ttest,0.16131058380383403,0.17259880514705883,-0.0056441106716123846,0.005644110671612412,0.21989617868631828,3.24735186817704e-16,-8.202675393201703,ttest,0.2127659559917717,0.22702640138086486,-0.0071302226945465785,0.0071302226945465785,0.19371088279061624,8.95522088734612e-38,-12.997975243582136,ttest,0.18552420479910714,0.20189756078212534,-0.0081866779915091,0.0081866779915091,0.2923714261095063,4.615071478759827e-05,-4.079403654986409,ttest,0.2893556055234594,0.2953872466955532,-0.00301582058604688,0.0030158205860469356
