file,ANOVA_F,ANOVA_NumDF,ANOVA_DenDF,ANOVA_p,Friedman_stat,Friedman_p
narrow-minded,21694.566066289313,4.0,14276.0,0.0,12986.76604852263,0.0
loving,1579.0257802390508,4.0,14276.0,0.0,5084.7255090448325,0.0
educated,4881.259917382498,4.0,14276.0,0.0,6805.167618661021,0.0
impolite,9137.676755673452,4.0,14276.0,0.0,10087.994791294015,0.0
rude,10688.400266671615,4.0,14276.0,0.0,10569.029126213589,0.0
obnoxious,10403.037958249457,4.0,14276.0,0.0,10112.967604839763,0.0
open-hearted,4614.405608440464,4.0,14276.0,0.0,6933.357818420499,0.0
arrogant,4532.496651658324,4.0,14276.0,0.0,9137.478355575571,0.0
courageous,3117.388632954455,4.0,14276.0,0.0,7504.300293759404,0.0
generous,8752.68811573496,4.0,14276.0,0.0,11422.599204997165,0.0
condescending,6877.611460605507,4.0,14276.0,0.0,9337.441281298,0.0
respectful,1621.1148743879676,4.0,14276.0,0.0,7324.664808100657,0.0
manipulative,7844.793205607973,4.0,14276.0,0.0,10315.114621800822,0.0
respectable,3658.194380795844,4.0,14276.0,0.0,7768.4160548213495,0.0
creative,15343.81287522235,4.0,14276.0,0.0,10901.044173972254,0.0
dependable,6680.930412072901,4.0,14276.0,0.0,9980.60995963083,0.0
hardworking,7692.077866659437,4.0,14276.0,0.0,9489.553633854648,0.0
honest,5512.985553103619,4.0,14276.0,0.0,7917.312445043666,0.0
brutal,9259.34184538599,4.0,14276.0,0.0,8634.041510878205,0.0
