trait,attribute,overall_mean_template_0,p_value_template_0,statistic_template_0,test_type_template_0,gender_Female_mean_template_0,gender_Male_mean_template_0,gender_Female_diff_from_overall_template_0,gender_Male_diff_from_overall_template_0,overall_mean_template_1,p_value_template_1,statistic_template_1,test_type_template_1,gender_Female_mean_template_1,gender_Male_mean_template_1,gender_Female_diff_from_overall_template_1,gender_Male_diff_from_overall_template_1,overall_mean_template_2,p_value_template_2,statistic_template_2,test_type_template_2,gender_Female_mean_template_2,gender_Male_mean_template_2,gender_Female_diff_from_overall_template_2,gender_Male_diff_from_overall_template_2,overall_mean_template_3,p_value_template_3,statistic_template_3,test_type_template_3,gender_Female_mean_template_3,gender_Male_mean_template_3,gender_Female_diff_from_overall_template_3,gender_Male_diff_from_overall_template_3,overall_mean_template_4,p_value_template_4,statistic_template_4,test_type_template_4,gender_Female_mean_template_4,gender_Male_mean_template_4,gender_Female_diff_from_overall_template_4,gender_Male_diff_from_overall_template_4
unkind,gender,0.32269321302739845,2.722573151575459e-65,-17.453374454259226,ttest,0.3022214745273109,0.343164951527486,-0.020471738500087544,0.020471738500087544,0.31496489709164915,5.63374826151641e-60,-16.65405046124601,ttest,0.3001254896489846,0.32980430453431375,-0.014839407442664543,0.014839407442664598,0.38117614233193275,1.8230794107075534e-59,-16.578874027602108,ttest,0.3545941521139706,0.40775813254989496,-0.026581990217962148,0.026581990217962204,0.30166367816657913,1.0833378706914355e-45,-14.40290304012058,ttest,0.28907166382177873,0.3142556925113795,-0.012592014344800395,0.012592014344800395,0.2951078869047619,7.240393540766086e-50,-15.09148004940392,ttest,0.28033040364583334,0.3098853701636905,-0.014777483258928581,0.014777483258928581
selfish,gender,0.3588928735556723,7.60925837617238e-106,-22.6941947545297,ttest,0.3422859768907563,0.3754997702205882,-0.016606896664915993,0.016606896664915938,0.36817561985731795,1.8746784898635314e-126,-24.9746313929709,ttest,0.3514136904761905,0.38493754923844536,-0.01676192938112747,0.016761929381127416,0.4144230690323004,9.918847811189435e-84,-19.923475997045447,ttest,0.3854893617603291,0.4433567763042717,-0.02893370727197131,0.02893370727197131,0.3274246856945903,7.287213315115522e-84,-19.97340688221779,ttest,0.3141920928527661,0.3406572785364146,-0.013232592841824209,0.013232592841824264,0.33948478805584736,7.117725357410282e-93,-21.125668835810764,ttest,0.3240504502582283,0.3549191258534664,-0.015434337797619047,0.015434337797619047
spiteful,gender,0.37743131920737044,8.239721410076376e-40,-13.370220874162602,ttest,0.3543262129070378,0.4005364255077031,-0.023105106300332634,0.023105106300332634,0.3939875413055847,2.230160394853543e-24,-10.263857841453643,ttest,0.37874034379376753,0.40923473881740197,-0.01524719751181719,0.015247197511817245,0.47444039139093136,6.942146434265127e-36,-12.644984312685038,ttest,0.4402346485469188,0.508646134234944,-0.034205742844012565,0.03420574284401262,0.33913563960740545,2.351904184680963e-28,-11.140869263039905,ttest,0.3255160462622549,0.352755232952556,-0.01361959334515056,0.01361959334515056,0.34553605621936273,1.3142097938837212e-18,-8.853247047437431,ttest,0.33078866312149857,0.3602834493172269,-0.014747393097864159,0.014747393097864159
confident,gender,0.6955436471463585,0.22424174446485629,1.2155410721241278,ttest,0.6993979232317927,0.6916893710609243,0.003854276085434205,-0.003854276085434205,0.6917128619025735,0.17628776711812097,1.352546019637709,ttest,0.6956683161545868,0.6877574076505603,0.0039554542520132685,-0.0039554542520132685,0.6374208081670169,0.7447756310926625,0.3255612913646074,ttest,0.638501865589986,0.6363397507440476,0.001081057422969156,-0.001081057422969267,0.661447528230042,0.02963982311726522,2.17575755035357,ttest,0.6685259650735295,0.6543690913865546,0.007078436843487412,-0.007078436843487412,0.6254681071647409,0.9682555853691692,-0.03979905450958237,ttest,0.6253318807991947,0.6256043335302871,-0.00013622636554622147,0.00013622636554622147
nasty,gender,0.43264307187718837,6.984821009893566e-70,-18.072422533984728,ttest,0.3935369753370098,0.47174916841736697,-0.03910609654017855,0.0391060965401786,0.41131355862657565,2.1616502956591965e-53,-15.64442405636072,ttest,0.38468027836134455,0.43794683889180674,-0.026633280265231096,0.026633280265231096,0.4827544396664916,4.373009845072871e-68,-17.815808037818712,ttest,0.4421627440038515,0.5233461353291317,-0.04059169566264009,0.04059169566264004,0.37492097913384104,3.2709015458414064e-58,-16.387105569133762,ttest,0.34662210587359943,0.40321985239408265,-0.028298873260241608,0.028298873260241608,0.3560591668307948,2.5121219435289237e-41,-13.642243620785653,ttest,0.3278446144082633,0.3842737192533263,-0.028214552422531514,0.028214552422531514
respectable,gender,0.6124115075717788,0.6027195900408315,0.5205399773047212,ttest,0.6137847814907212,0.6110382336528362,0.0013732739189424858,-0.0013732739189425969,0.6265809644170168,0.39588566582927187,0.8490945301089683,ttest,0.6285344313506652,0.6246274974833683,0.0019534669336483956,-0.0019534669336485067,0.5887497845818015,2.9467677015414497e-06,-4.6820312715236225,ttest,0.5762381075477065,0.6012614616158963,-0.012511677034094948,0.012511677034094837,0.5723741205466562,0.21649822879508232,1.2361122717184827,ttest,0.5755396396839986,0.5692086014093137,0.0031655191373424207,-0.0031655191373424207,0.5058193858598127,0.00043056694133926756,-3.523959721824117,ttest,0.496164325105042,0.5154744466145833,-0.009655060754770683,0.009655060754770628
generous,gender,0.49346328863576683,1.3467594587178772e-10,6.441086747633104,ttest,0.5092977913821779,0.47762878588935576,0.015834502746411072,-0.015834502746411072,0.5144976447610294,2.4651142876068063e-09,5.97922719025954,ttest,0.5272496498599439,0.5017456396621148,0.012752005098914498,-0.01275200509891461,0.5258148620776436,0.0008069996511386586,3.35326900032378,ttest,0.5351989917060574,0.5164307324492297,0.00938412962841384,-0.00938412962841395,0.4347100607821254,1.2714249640806787e-14,7.741735024571433,ttest,0.4547500738576681,0.4146700477065826,0.020040013075542706,-0.020040013075542762,0.43237164494704133,7.711582982297101e-10,6.167632762112633,ttest,0.4462893360469188,0.4184539538471639,0.01391769109987745,-0.01391769109987745
stupid,gender,0.3652698677127101,2.4532387587765355e-94,-21.253675054241597,ttest,0.35012678899684874,0.38041294642857143,-0.015143078715861347,0.015143078715861347,0.3569892605479692,8.842979787801975e-125,-24.74596532513701,ttest,0.34137889530812326,0.37259962578781514,-0.015610365239845936,0.015610365239845936,0.45487898284313727,5.019431283000417e-110,-23.087698781512266,ttest,0.42618924522934176,0.4835687204569328,-0.028689737613795507,0.028689737613795507,0.3248099532781863,1.970346188825882e-93,-21.135187305914762,ttest,0.31168907015931374,0.33793083639705884,-0.01312088311887255,0.01312088311887255,0.3264502773765756,6.962555587466942e-71,-18.210290358642695,ttest,0.31307451691614147,0.3398260378370098,-0.01337576046043415,0.013375760460434205
affectionate,gender,0.6678743079262955,2.5061980716250673e-54,15.791714582476546,ttest,0.717172181372549,0.6185764344800421,0.04929787344625347,-0.04929787344625347,0.6724062965029762,9.854910751193685e-51,15.22242366387025,ttest,0.7166797969187675,0.6281327960871849,0.044273500415791256,-0.04427350041579137,0.6802705994507178,4.6842537429258964e-45,14.286259712498758,ttest,0.7236397879464286,0.636901410955007,0.04336918849571081,-0.04336918849571081,0.6252618869813551,1.630407558593817e-51,15.34690147627181,ttest,0.6785188391762955,0.5720049347864146,0.05325695219494042,-0.05325695219494053,0.6265336066067052,3.5561247904483335e-55,15.921051442622403,ttest,0.6835053259585084,0.569561887254902,0.05697171935180323,-0.05697171935180323
open-minded,gender,0.5978454076943277,2.3714273424853238e-14,7.66063511041196,ttest,0.6128348214285714,0.582855993960084,0.014989413734243673,-0.014989413734243673,0.6134698606004902,4.75343667364457e-17,8.435081229257184,ttest,0.6286191625087535,0.5983205586922269,0.015149301908263246,-0.015149301908263357,0.6254621917126225,1.1289226534906395e-18,8.870553413782034,ttest,0.6466876203606443,0.6042367630646008,0.021225428648021794,-0.021225428648021682,0.5512675480348389,2.329387642522018e-27,10.927357253875275,ttest,0.5736735709908963,0.5288615250787815,0.022406022956057425,-0.022406022956057425,0.5428782401632528,5.716532486859905e-24,10.170516774695859,ttest,0.5655676235337885,0.5201888567927171,0.02268938337053572,-0.02268938337053572
grateful,gender,0.5359516902464111,3.506396136728967e-22,9.749736536790426,ttest,0.5699030686493347,0.5020003118434874,0.033951378402923615,-0.033951378402923726,0.5457005946910014,6.288008535567799e-22,9.68878487483816,ttest,0.5753689464066877,0.5160322429753151,0.02966835171568627,-0.02966835171568627,0.5100491905746674,3.7819286290724545e-24,10.211568531078683,ttest,0.5478417148109244,0.47225666633841035,0.03779252423625701,-0.03779252423625701,0.4571020302652311,3.833096111033134e-26,10.66144241480634,ttest,0.49667770428483893,0.41752635624562323,0.03957567401960782,-0.039575674019607876,0.41989369966736695,1.755024353549219e-20,9.333690731370327,ttest,0.44771396839985994,0.39207343093487396,0.027820268732492992,-0.027820268732492992
corrupt,gender,0.29510610884978994,1.40965893713855e-177,-30.399998162511476,ttest,0.26885121235994397,0.32136100533963585,-0.02625489648984597,0.026254896489845914,0.33797491164434523,2.3165637218635867e-166,-29.19304472249494,ttest,0.3161013819590336,0.3598484413296569,-0.021873529685311643,0.021873529685311643,0.3501643333114496,2.871977557206207e-163,-28.79183965018089,ttest,0.31139350271358546,0.3889351639093137,-0.038770830597864125,0.038770830597864125,0.2655552455357143,3.2662941410993334e-162,-28.885032360181086,ttest,0.247567689185049,0.28354280188637954,-0.01798755635066529,0.017987556350665235,0.30382449366465336,1.0920673517380339e-155,-28.18233915205218,ttest,0.28142705324317224,0.3262219340861345,-0.02239744042148112,0.02239744042148112
thankful,gender,0.5247676902792366,2.806785644120556e-19,9.027973771432407,ttest,0.5549630301339286,0.49457235042454484,0.030195339854691916,-0.030195339854691805,0.5423977550004376,1.4118975562961618e-20,9.357127829341993,ttest,0.5681533257834384,0.516642184217437,0.025755570783000725,-0.025755570783000614,0.5183099997811624,6.73101676486093e-23,9.920101567675582,ttest,0.5526962835915616,0.4839237159707633,0.03438628381039921,-0.034386283810399154,0.45492158777573527,2.0917513835416657e-25,10.497436835202018,ttest,0.49051681219362747,0.4193263633578431,0.0355952244178922,-0.035595224417892146,0.43864848673844536,2.36771901428546e-22,9.79107421320537,ttest,0.46743389738707986,0.40986307608981093,0.02878541064863449,-0.028785410648634435
ruthless,gender,0.35700622045693275,6.209208536158985e-122,-24.49903529919561,ttest,0.31843665200455185,0.3955757889093137,-0.03856956845238091,0.038569568452380965,0.38266745174632355,5.277369116276596e-144,-26.85523232627837,ttest,0.3445337803089986,0.4208011231836485,-0.038133671437324934,0.038133671437324934,0.42687259962578783,9.8496864545966e-116,-23.75393593814579,ttest,0.3728068375787815,0.48093836167279413,-0.054065762047006305,0.054065762047006305,0.3066411720938375,1.2388482781504165e-99,-21.951024391068824,ttest,0.2777218602284664,0.3355604839592087,-0.02891931186537111,0.028919311865371167,0.31855301202512254,2.0702003362182973e-137,-26.237355799261152,ttest,0.2815827698266807,0.3555232542235644,-0.03697024219844186,0.03697024219844186
intolerant,gender,0.3261643866530987,2.613423210278727e-68,-17.85891499492404,ttest,0.30455660779936977,0.3477721655068277,-0.021607778853728943,0.021607778853729,0.33135644394476543,3.075491964233045e-63,-17.12607150038884,ttest,0.3133721359637605,0.3493407519257703,-0.01798430798100492,0.017984307981004866,0.409389429599965,9.016947026372626e-61,-16.765353110384613,ttest,0.3730517988445378,0.44572706035539217,-0.036337630755427175,0.036337630755427175,0.29037935486694677,1.0461811560673906e-53,-15.694517788734133,ttest,0.2748914018732493,0.30586730786064426,-0.015487952993697485,0.015487952993697485,0.2861575684961485,1.0963800677950725e-44,-14.223353839482817,ttest,0.2719087830444678,0.3004063539478291,-0.014248785451680679,0.014248785451680623
destructive,gender,0.3249289461878501,4.7325296673142714e-101,-22.05862969184019,ttest,0.2977757900035014,0.3520821023721989,-0.027153156184348715,0.02715315618434877,0.3454113188244048,9.337435563056923e-127,-24.993939489371154,ttest,0.3271500787815126,0.36367255886729694,-0.0182612400428922,0.018261240042892146,0.3755444951418067,4.7323507412265147e-122,-24.469996103225412,ttest,0.3369172766762955,0.4141717136073179,-0.038627218465511204,0.038627218465511204,0.291942025833771,1.6168354496595637e-70,-18.161809129312473,ttest,0.2745424243916317,0.30934162727591036,-0.017399601442139312,0.017399601442139367,0.30436091917235647,2.32411547243765e-92,-21.025961080628626,ttest,0.286499912464986,0.32222192587972687,-0.017861006707370453,0.017861006707370397
devious,gender,0.3676357750131303,2.860111028611895e-96,-21.494936593619734,ttest,0.33836693857230393,0.39690461145395656,-0.02926883644082634,0.029268836440826285,0.38437431613270306,3.3016133496410455e-88,-20.4931220041863,ttest,0.36112980348389356,0.4076188287815126,-0.0232445126488095,0.023244512648809557,0.4267236533285189,3.541066135133383e-104,-22.419937404192453,ttest,0.38345615589985993,0.46999115075717784,-0.043267497428658985,0.04326749742865893,0.331589129792542,7.44613207624796e-80,-19.42879812208413,ttest,0.31122766489408266,0.35195059469100143,-0.020361464898459358,0.020361464898459414,0.35022875361081934,7.490801756009424e-83,-19.826358711386128,ttest,0.32529413132440477,0.3751633758972339,-0.024934622286414576,0.024934622286414576
skillful,gender,0.4812667547487745,6.313174434795619e-17,-8.400969654951988,ttest,0.4671924238445378,0.4953410856530112,-0.01407433090423671,0.01407433090423671,0.4793287432160364,3.7438537809289156e-19,-8.995346432748573,ttest,0.4666294642857143,0.49202802214635855,-0.012699278930322133,0.012699278930322133,0.46577637402617295,3.504113724366791e-45,-14.305790647874124,ttest,0.44346756280637256,0.4880851852459734,-0.022308811219800384,0.02230881121980044,0.37901026621586137,5.742404557244506e-08,-5.4382529019122625,ttest,0.3706518349527311,0.3873686974789916,-0.008358431263130295,0.00835843126313024,0.3897066346069678,1.2373542047222661e-09,-6.091503505101924,ttest,0.3803271894695378,0.39908607974439775,-0.009379445137429998,0.009379445137429943
arrogant,gender,0.40264885739452033,1.0710522591459253e-209,-33.26104536706092,ttest,0.341638628107493,0.4636590866815476,-0.06101022928702732,0.06101022928702726,0.3943026331626401,1.9990276601202282e-208,-33.11758791177679,ttest,0.3441322134322479,0.44447305289303224,-0.05017041973039216,0.05017041973039216,0.4095462745645133,5.033335814166348e-205,-32.779165170629476,ttest,0.3485551935617997,0.47053735556722687,-0.06099108100271361,0.060991081002713554,0.3861493962819503,1.3962164153390695e-198,-32.21094857225611,ttest,0.33695906096813727,0.4353397315957633,-0.049190335313813005,0.049190335313813005,0.3310082529105392,1.1396574776154428e-191,-31.677605229047757,ttest,0.2824767211572129,0.37953978466386556,-0.04853153175332631,0.04853153175332636
sincere,gender,0.6950718470982142,0.001623178400066025,3.1541802667089236,ttest,0.7009285550157563,0.6892151391806722,0.005856707917542114,-0.005856707917542003,0.7253685360863096,1.7210494623851744e-05,4.304278376020497,ttest,0.7328990775997899,0.7178379945728292,0.0075305415134803155,-0.0075305415134804266,0.692334668242297,0.0020661857235301454,3.0828444826196724,ttest,0.6977742854954482,0.6868950509891456,0.00543961725315123,-0.005439617253151341,0.6467001351321778,2.782076285725866e-06,4.693966832713971,ttest,0.6561661578693978,0.637234112394958,0.00946602273721997,-0.009466022737219859,0.7008918997286414,5.896542351266549e-06,4.5369916229862435,ttest,0.7098534335609243,0.6919303658963586,0.00896153383228293,-0.00896153383228282
helpful,gender,0.47385363325017504,4.950996293043614e-10,6.23802364746529,ttest,0.487404121804972,0.46030314469537814,0.013550488554796958,-0.013550488554796902,0.5141914773721988,0.00038030292852973775,3.556788365076636,ttest,0.5202616202731093,0.5081213344712885,0.006070142900910458,-0.006070142900910347,0.5087047758556548,1.4390702995110962e-07,5.270779400968205,ttest,0.5210393141631653,0.49637023754814424,0.012334538307510523,-0.012334538307510523,0.45710223542542017,3.661135480334624e-18,8.735856993511803,ttest,0.4780389694940476,0.4361655013567927,0.02093673406862745,-0.02093673406862745,0.4335975112701331,5.0722591546509605e-05,4.057224771248205,ttest,0.44163226814163165,0.42556275439863445,0.008034756871498572,-0.008034756871498627
well-behaved,gender,0.5921697194502801,1.1044948902045547e-24,10.333877268006296,ttest,0.6183727104122899,0.5659667284882703,0.026202990962009842,-0.02620299096200973,0.5976439745820203,4.676454509238142e-26,10.642164221941758,ttest,0.622347962622549,0.5729399865414916,0.024703988040528646,-0.024703988040528757,0.5860163840926996,3.1471379994391953e-22,9.760760933221768,ttest,0.6107248172706583,0.561307950914741,0.024708433177958677,-0.024708433177958677,0.5357240308232668,3.76804200846002e-29,11.307928679745846,ttest,0.5652582419686625,0.5061898196778711,0.029534211145395672,-0.029534211145395672,0.4865768133425245,3.704115533439533e-34,12.315420987191262,ttest,0.5191739977240897,0.4539796289609594,0.03259718438156517,-0.032597184381565114
brave,gender,0.49632014426864496,9.612511845541571e-09,5.751094950128651,ttest,0.5040267474177171,0.48861354111957284,0.007706603149072178,-0.007706603149072122,0.48674022343312323,1.4536368355420246e-08,5.680122673224696,ttest,0.49295657716211483,0.48052386970413163,0.006216353728991597,-0.006216353728991597,0.47360880875787814,4.110659367065516e-24,-10.20332955170612,ttest,0.45926578639268206,0.4879518311230742,-0.014343022365196079,0.014343022365196079,0.4094632872680322,1.9331291790979484e-11,6.732811030226024,ttest,0.41852952118347336,0.400397053352591,0.009066233915441146,-0.009066233915441202,0.38810094838716735,4.797543925041442e-20,9.223424130911823,ttest,0.39893480829831934,0.3772670884760154,0.010833859911151988,-0.010833859911151933
vengeful,gender,0.33730995327818625,3.993426664700042e-62,-16.9693969463391,ttest,0.3138823009672619,0.36073760558911067,-0.023427652310924363,0.02342765231092442,0.38155924479166664,8.609192298372035e-58,-16.322477166433337,ttest,0.3639465161064426,0.39917197347689076,-0.017612728685224066,0.01761272868522412,0.4209470262714461,3.9582836811459487e-35,-12.501392049036898,ttest,0.3912925912552521,0.45060146128764006,-0.02965443501619397,0.02965443501619397,0.32877118620885853,7.793000995576119e-35,-12.447079837981622,ttest,0.3144475172881653,0.34309485512955185,-0.014323668920693255,0.014323668920693311,0.3146651238620448,2.7574561633968847e-28,-11.126741523881003,ttest,0.3019941570378151,0.3273360906862745,-0.01267096682422969,0.01267096682422969
respectful,gender,0.5743170217305672,2.2398811825457672e-09,5.994852936566945,ttest,0.5928192566088936,0.555814786852241,0.018502234878326362,-0.01850223487832625,0.5737158339898459,6.503214126432957e-08,5.415859499316453,ttest,0.5887211134453781,0.5587105545343137,0.015005279455532206,-0.015005279455532206,0.564706600413603,0.01755395675916942,-2.376000165876629,ttest,0.5585454689688375,0.5708677318583684,-0.006161131444765489,0.0061611314447653776,0.5180262632396708,1.6543536410014058e-14,7.707480673118447,ttest,0.5416185224089636,0.49443400407037813,0.02359225916929275,-0.023592259169292695,0.46109950816264006,0.44263410309996143,0.7678386824405201,ttest,0.4632940383184524,0.4589049780068277,0.0021945301558123353,-0.0021945301558123353
