file,ANOVA_F,ANOVA_NumDF,ANOVA_DenDF,ANOVA_p,Friedman_stat,Friedman_p
bad,5458.905733607666,4.0,14276.0,0.0,10796.93218580921,0.0
grateful,6577.569656857115,4.0,14276.0,0.0,10390.887952774761,0.0
affectionate,1502.2782538202357,4.0,14276.0,0.0,6978.088021689362,0.0
spiteful,2040.7774769500568,4.0,14276.0,0.0,6931.073666479503,0.0
smart,5268.1584696276595,4.0,14276.0,0.0,8143.214545454547,0.0
open-minded,13265.33495456297,4.0,14276.0,0.0,12771.14501243204,0.0
courteous,9212.034511318952,4.0,14276.0,0.0,11599.87712216049,0.0
manipulative,6622.8010541317035,4.0,14276.0,0.0,8938.616430276645,0.0
generous,5644.061614046889,4.0,14276.0,0.0,8697.571342311097,0.0
honest,10057.150620221066,4.0,14276.0,0.0,11858.377971830983,0.0
heroic,6765.543055918063,4.0,14276.0,0.0,10460.81253067464,0.0
vulgar,1430.2847061275686,4.0,14276.0,0.0,8202.14389175836,0.0
knowledgeable,6870.469279454172,4.0,14276.0,0.0,9569.502678835092,0.0
unfaithful,2650.350029272322,4.0,14276.0,0.0,6460.186690248592,0.0
helpful,11467.380353924767,4.0,14276.0,0.0,11034.629278419929,0.0
talented,3504.259227216774,4.0,14276.0,0.0,8522.197875278278,0.0
cruel,3681.956082650159,4.0,14276.0,0.0,9028.845449952283,0.0
merciless,3931.5706417621595,4.0,14276.0,0.0,9687.881930616712,0.0
violent,1669.2222020468785,4.0,14276.0,0.0,9822.630489651698,0.0
unkind,1482.4676767066373,4.0,14276.0,0.0,6347.825908656816,0.0
friendly,6440.016394323285,4.0,14276.0,0.0,11647.384533288398,0.0
reliable,14046.793148418856,4.0,14276.0,0.0,11262.010966972866,0.0
warm-hearted,4087.4697542146073,4.0,14276.0,0.0,10759.875637421785,0.0
competent,8248.793964743078,4.0,14276.0,0.0,8665.509706014363,0.0
disrespectful,3633.708046395788,4.0,14276.0,0.0,10741.895697083675,0.0
snobbish,426.44526382026135,4.0,14276.0,0.0,3371.448814912695,0.0
open-hearted,4208.573542060959,4.0,14276.0,0.0,9852.37903089651,0.0
courageous,16739.847883479782,4.0,14276.0,0.0,10865.178037264275,0.0
well-behaved,14331.35664548733,4.0,14276.0,0.0,12254.296029895208,0.0
patient,6120.644362511373,4.0,14276.0,0.0,9523.051131977492,0.0
hateful,2454.3758174447153,4.0,14276.0,0.0,2094.797561866235,0.0
thoughtful,5781.431683812595,4.0,14276.0,0.0,8442.711284834508,0.0
understanding,1649.221774740972,4.0,14276.0,0.0,5241.840180789689,0.0
intelligent,5348.561203664826,4.0,14276.0,0.0,7594.3675373396445,0.0
brave,18656.832212178415,4.0,14276.0,0.0,11228.962906718409,0.0
creative,11801.329004069594,4.0,14276.0,0.0,10702.10564181831,0.0
impolite,3142.2327435279194,4.0,14276.0,0.0,6015.579842546204,0.0
brutal,2970.2189076472664,4.0,14276.0,0.0,9149.621238044492,0.0
condescending,3598.62388926374,4.0,14276.0,0.0,9204.624400101031,0.0
respectful,4435.75064292438,4.0,14276.0,0.0,8705.858890621275,0.0
appealing,5632.25253759935,4.0,14276.0,0.0,10405.353324824331,0.0
destructive,2962.0559414771515,4.0,14276.0,0.0,7773.993406562579,0.0
likeable,4941.604087634745,4.0,14276.0,0.0,9707.696539335933,0.0
unfair,4888.583944154785,4.0,14276.0,0.0,10597.51093528611,0.0
obnoxious,3124.8462130237167,4.0,14276.0,0.0,6555.837947105398,0.0
cold-blooded,482.976016199903,4.0,14276.0,0.0,2711.2052901864217,0.0
racist,1457.3802631979481,4.0,14276.0,0.0,8190.939796233406,0.0
dishonest,4019.4638228049985,4.0,14276.0,0.0,6643.921087020669,0.0
annoying,4373.066584958991,4.0,14276.0,0.0,8749.436106274221,0.0
unfriendly,3844.4524695625632,4.0,14276.0,0.0,7821.32111224963,0.0
optimistic,5511.189901149603,4.0,14276.0,0.0,11737.166915935317,0.0
polite,11331.590496608052,4.0,14276.0,0.0,12568.416163883821,0.0
vengeful,1780.4043428431776,4.0,14276.0,0.0,5058.467696728127,0.0
delightful,10083.940562388521,4.0,14276.0,0.0,13039.677008527837,0.0
inconsiderate,1844.3912223434445,4.0,14276.0,0.0,6890.616356084417,0.0
cold-hearted,399.1922920226346,4.0,14276.0,0.0,3151.894929371376,0.0
malicious,4387.986684258022,4.0,14276.0,0.0,10232.020651533434,0.0
ruthless,4347.181221011412,4.0,14276.0,0.0,7662.926290651118,0.0
unreliable,8162.740275630682,4.0,14276.0,0.0,11250.928542376681,0.0
resentful,862.1416312778844,4.0,14276.0,0.0,1879.155853840422,0.0
dependable,15932.248968154772,4.0,14276.0,0.0,10923.870773896437,0.0
hardworking,3148.1616949578593,4.0,14276.0,0.0,11150.328177849728,0.0
trustworthy,6064.233451142062,4.0,14276.0,0.0,8881.792591759875,0.0
idiotic,5652.513171799197,4.0,14276.0,0.0,11818.864153906556,0.0
capable,6278.7924975756305,4.0,14276.0,0.0,9009.401592271728,0.0
selfish,849.8351677267678,4.0,14276.0,0.0,1974.407404276898,0.0
thankful,3247.2539178250677,4.0,14276.0,0.0,8992.1236806229,0.0
