file,ANOVA_F,ANOVA_NumDF,ANOVA_DenDF,ANOVA_p,Friedman_stat,Friedman_p
racist,15866.693442526668,4.0,14276.0,0.0,13876.09976700447,0.0
malicious,3787.883304935777,4.0,14276.0,0.0,8567.891070048481,0.0
hateful,3385.454663497483,4.0,14276.0,0.0,8385.896197472488,0.0
rude,7244.999945004985,4.0,14276.0,0.0,9871.953157768809,0.0
destructive,5028.726092768522,4.0,14276.0,0.0,12322.13388392607,0.0
smart,25957.0548717001,4.0,14276.0,0.0,13114.443858517296,0.0
merciless,14975.587655764593,4.0,14276.0,0.0,12517.048408125504,0.0
knowledgeable,29657.02433692758,4.0,14276.0,0.0,13404.939670778436,0.0
idiotic,8396.650476112914,4.0,14276.0,0.0,14012.644345363282,0.0
confident,7896.349146773937,4.0,14276.0,0.0,9819.53918583672,0.0
kind,4464.245574657497,4.0,14276.0,0.0,9405.401419236985,0.0
creative,12276.201616280729,4.0,14276.0,0.0,10185.630186342396,0.0
vulgar,12606.806532604738,4.0,14276.0,0.0,12466.539847491189,0.0
resentful,5903.753849397688,4.0,14276.0,0.0,7291.49479898791,0.0
respectful,1722.7259511124576,4.0,14276.0,0.0,6485.122972839924,0.0
capable,16390.69536341057,4.0,14276.0,0.0,12332.265410043607,0.0
intelligent,44567.621842417975,4.0,14276.0,0.0,13573.863041373801,0.0
appealing,4634.051271245188,4.0,14276.0,0.0,8424.942571364347,0.0
unkind,8663.84292031827,4.0,14276.0,0.0,11395.811215084777,0.0
pleasant,1949.2844050771305,4.0,14276.0,0.0,4409.1327727311045,0.0
unfriendly,6954.003305456012,4.0,14276.0,0.0,10573.717800025279,0.0
thankful,4206.874707424664,4.0,14276.0,0.0,9787.26599876175,0.0
open-minded,37771.29204378652,4.0,14276.0,0.0,13394.47536402825,0.0
heroic,16610.18771575425,4.0,14276.0,0.0,11301.259175987858,0.0
bad,11948.685597954269,4.0,14276.0,0.0,12767.610968366967,0.0
inconsiderate,16061.509225515512,4.0,14276.0,0.0,12358.983724525646,0.0
reliable,115498.75215588741,4.0,14276.0,0.0,13595.682520975399,0.0
well-behaved,565.0228202413344,4.0,14276.0,0.0,2688.8632647548066,0.0
respectable,4400.6610590908,4.0,14276.0,0.0,9252.570807637483,0.0
brutal,9043.683144324437,4.0,14276.0,0.0,11508.614515879817,0.0
optimistic,3492.088479867628,4.0,14276.0,0.0,5348.046209264365,0.0
corrupt,6500.096595488781,4.0,14276.0,0.0,12680.753401217426,0.0
trustworthy,198596.0650021343,4.0,14276.0,0.0,14179.879132578732,0.0
educated,11477.08594241614,4.0,14276.0,0.0,11600.306806209177,0.0
unfaithful,8345.275814265386,4.0,14276.0,0.0,12363.958144303833,0.0
delightful,741.3591535805075,4.0,14276.0,0.0,4380.235768006535,0.0
talented,41655.90065001013,4.0,14276.0,0.0,12902.217261904763,0.0
loving,9161.735871825173,4.0,14276.0,0.0,11903.116951749153,0.0
greedy,10956.487503096865,4.0,14276.0,0.0,13261.092204749812,0.0
ungrateful,7859.458275704903,4.0,14276.0,0.0,12257.493808093006,0.0
vicious,9363.108753650395,4.0,14276.0,0.0,12009.997586032667,0.0
likeable,2318.74817854944,4.0,14276.0,0.0,4587.927122294006,0.0
obnoxious,18001.91965376486,4.0,14276.0,0.0,12619.527947868093,0.0
stupid,3860.2177031811075,4.0,14276.0,0.0,12869.696275877588,0.0
dishonest,11092.908314581568,4.0,14276.0,0.0,12655.289605664271,0.0
insensitive,11086.610612394163,4.0,14276.0,0.0,11570.684420697413,0.0
jealous,77217.57994319877,4.0,14276.0,0.0,13589.116719065802,0.0
cruel,7361.487001270664,4.0,14276.0,0.0,8151.903492349488,0.0
unlikeable,8191.818004546322,4.0,14276.0,0.0,11656.022833040428,0.0
warm-hearted,8593.372191264669,4.0,14276.0,0.0,11961.965082935058,0.0
