trait,attribute,overall_mean_template_0,p_value_template_0,statistic_template_0,test_type_template_0,gender_Female_mean_template_0,gender_Male_mean_template_0,gender_Female_diff_from_overall_template_0,gender_Male_diff_from_overall_template_0,overall_mean_template_1,p_value_template_1,statistic_template_1,test_type_template_1,gender_Female_mean_template_1,gender_Male_mean_template_1,gender_Female_diff_from_overall_template_1,gender_Male_diff_from_overall_template_1,overall_mean_template_2,p_value_template_2,statistic_template_2,test_type_template_2,gender_Female_mean_template_2,gender_Male_mean_template_2,gender_Female_diff_from_overall_template_2,gender_Male_diff_from_overall_template_2,overall_mean_template_3,p_value_template_3,statistic_template_3,test_type_template_3,gender_Female_mean_template_3,gender_Male_mean_template_3,gender_Female_diff_from_overall_template_3,gender_Male_diff_from_overall_template_3,overall_mean_template_4,p_value_template_4,statistic_template_4,test_type_template_4,gender_Female_mean_template_4,gender_Male_mean_template_4,gender_Female_diff_from_overall_template_4,gender_Male_diff_from_overall_template_4
wise,gender,0.32555352219012607,9.737884320985288e-06,4.429361887311087,ttest,0.33284313725490194,0.31826390712535013,0.007289615064775878,-0.007289615064775934,0.3750739260547969,0.0018717759316291783,-3.1122002419414203,ttest,0.3651293329831933,0.38501851912640056,-0.009944593071603613,0.009944593071603669,0.22766330409116772,1.1611700668995586e-15,-8.045301427570182,ttest,0.20801745502888655,0.24730915315344887,-0.019645849062281173,0.019645849062281145,0.28793928215817577,1.6254746431693267e-14,-7.710080394183505,ttest,0.2723075460653011,0.30357101825105043,-0.01563173609287466,0.01563173609287466,0.22033485391226804,4.1392267227110346e-12,-6.956483854587157,ttest,0.20060257257199754,0.2400671352525385,-0.019732281340270497,0.01973228134027047
resentful,gender,0.18776337866689644,1.3821991260034438e-20,-9.359499596680058,ttest,0.1580469639027486,0.2174797934310443,-0.029716414764147825,0.029716414764147853,0.18063587007068452,8.429820220004743e-12,-6.853924197387379,ttest,0.16114489985447303,0.200126840286896,-0.01949097021621149,0.01949097021621149,0.2122803567838268,4.3338264466415644e-16,-8.167209257414108,ttest,0.186503489945783,0.23805722362187062,-0.02577686683804381,0.02577686683804381,0.20454192388625372,5.1944750894433485e-18,-8.695184220174479,ttest,0.17673060740409446,0.23235324036841298,-0.02781131648215926,0.02781131648215926,0.21784635271344865,2.6581282359353498e-17,-8.503905680460976,ttest,0.1899173768628545,0.2457753285640428,-0.027928975850594145,0.027928975850594145
delightful,gender,0.41032188265931374,3.694880128558093e-71,18.24300941238232,ttest,0.499742763316264,0.32090100200236343,0.08942088065695025,-0.08942088065695031,0.5055364528623949,4.73014257502687e-80,19.434828748195255,ttest,0.5946105102197129,0.416462395505077,0.08907405735731799,-0.08907405735731788,0.3486894196155024,4.367232096030261e-67,17.67918109643894,ttest,0.43012443991268384,0.26725439931832107,0.08143502029718142,-0.08143502029718136,0.35139521751083247,7.036092628670941e-61,16.779994714843077,ttest,0.4285546054359244,0.27423582958574055,0.07715938792509192,-0.07715938792509192,0.20254038215017453,3.077893310575742e-50,15.144834762508845,ttest,0.25898599063648897,0.1460947736638601,0.05644560848631444,-0.05644560848631444
unstable,gender,0.050432808926793374,0.7784243462479904,-0.28139425153844816,ttest,0.050235173415069154,0.050630444438517594,-0.00019763551172422011,0.00019763551172422011,0.03996058872767857,6.8468136870756e-05,-3.98626873233758,ttest,0.03761809533383666,0.04230308212152048,-0.0023424933938419115,0.0023424933938419115,0.09377041343881302,5.1796007951794064e-23,-9.947246463298212,ttest,0.08220478132659313,0.10533604555103292,-0.011565632112219892,0.011565632112219892,0.029594158525226497,0.010396706826288345,-2.563722881748029,ttest,0.028321821282223828,0.030866495768229165,-0.0012723372430026685,0.0012723372430026685,0.05815787862996761,5.0975261425286414e-33,-12.099679713299864,ttest,0.04843406356683298,0.06788169369310224,-0.009723815063134626,0.009723815063134626
intelligent,gender,0.44907399238992474,0.9116440343182108,-0.11097296368085723,ttest,0.44875047186843486,0.44939751291141455,-0.00032352052148987287,0.00032352052148981736,0.6050658837753852,0.0033908872107723427,2.9318552346982307,ttest,0.612201697085084,0.5979300704656862,0.007135813309698813,-0.007135813309698924,0.4012323972557773,3.412745427269436e-18,-8.7438096100245,ttest,0.37578241257440476,0.42668238193714986,-0.02544998468137255,0.02544998468137255,0.4255246544418549,0.8475242418395812,-0.1922922388917286,ttest,0.4249735856256565,0.4260757232580532,-0.0005510688161983746,0.000551068816198319,0.40904549563966214,0.35538296663683877,-0.9243186183512546,ttest,0.40612184326855744,0.4119691480107668,-0.0029236523711047013,0.002923652371104646
selfish,gender,0.1536303095456933,8.11319113980848e-30,-11.446782966484431,ttest,0.13854016215861345,0.1687204569327731,-0.015090147387079839,0.01509014738707981,0.17510760651917018,0.0010856908707693367,-3.270015735279223,ttest,0.17036105457808123,0.1798541584602591,-0.0047465519410889445,0.004746551941088917,0.1750838934206495,2.039947152010236e-19,-9.063256207467248,ttest,0.16086145395658263,0.18930633288471638,-0.014222439464066872,0.014222439464066872,0.16382400128019958,4.1592784906288865e-15,-7.884606877159871,ttest,0.15245501520920868,0.1751929873511905,-0.011368986070990905,0.011368986070990905,0.1899339777414872,1.3385057109088606e-08,-5.694359345781032,ttest,0.17866600741859243,0.201201948064382,-0.011267970322894783,0.011267970322894783
idiotic,gender,0.02605013166155134,5.744440514272095e-18,-8.685850338321185,ttest,0.022565564922257964,0.029534698400844713,-0.0034845667392933745,0.0034845667392933745,0.025347695230435924,1.0492384367762534e-08,-5.736132777033231,ttest,0.023030564764968488,0.02766482569590336,-0.002317130465467436,0.002317130465467436,0.08376269514153317,1.316686082308899e-24,-10.317797920159128,ttest,0.07248376157103466,0.09504162871203169,-0.011278933570498514,0.011278933570498514,0.014039996224625102,8.311907206345402e-12,-6.857173774032493,ttest,0.011883346707213157,0.016196645742037045,-0.002156649517411945,0.0021566495174119432,0.021021882759756735,4.088732780560907e-32,-11.923342515468477,ttest,0.015640108658819974,0.026403656860693497,-0.005381774100936761,0.005381774100936761
snobbish,gender,0.07384305895209646,0.8165015881724027,-0.23206410774550343,ttest,0.07355244099592963,0.07413367690826331,-0.00029061795616683317,0.00029061795616684705,0.0933642817478554,0.006301619928222287,2.7332935954988264,ttest,0.09734338071165967,0.08938518278405112,0.003979098963804273,-0.003979098963804273,0.09085473667005865,0.10869595841751058,-1.6044843073108566,ttest,0.0885712439272584,0.09313822941285889,-0.00228349274280025,0.002283492742800236,0.08994103867132791,0.33763688642078915,-0.9589738679204902,ttest,0.08863544196975666,0.09124663537289916,-0.0013055967015712516,0.0013055967015712516,0.08438036835828082,0.15498359630546357,-1.4224485790415826,ttest,0.08210013253348214,0.08666060418307948,-0.0022802358247986793,0.0022802358247986654
brutal,gender,0.07013793004994967,2.0798671914459557e-48,-14.867622426869104,ttest,0.057550878017222515,0.08272498208267683,-0.012587052032727156,0.012587052032727156,0.06559320978757714,4.7607973286020644e-113,-23.644819938485416,ttest,0.045709119524274554,0.08547730005087972,-0.019884090263302588,0.01988409026330258,0.12340759790244223,8.006248888088454e-129,-25.319492588855297,ttest,0.08329185678177521,0.16352333902310925,-0.040115741120667014,0.04011574112066703,0.03384147024288231,2.6463111606383356e-91,-21.061972577083036,ttest,0.022400834112942053,0.04528210637282257,-0.011440636129940257,0.011440636129940257,0.08289368573357077,2.0448751657899168e-147,-27.635933009923097,ttest,0.04550802193435968,0.12027934953278187,-0.037385663799211086,0.0373856637992111
loyal,gender,0.7866245130864846,1.613114938749703e-07,5.249623789637728,ttest,0.7948389902836135,0.7784100358893558,0.008214477197128867,-0.008214477197128867,0.7830764727766106,2.7319136240811237e-13,7.334937762580701,ttest,0.7946970194327732,0.7714559261204482,0.011620546656162523,-0.011620546656162412,0.6479199492296919,7.082221967864513e-07,4.968012141335556,ttest,0.6600577731092437,0.63578212535014,0.012137823879551868,-0.012137823879551868,0.7894990466889881,3.0877129410412337e-10,6.312306716404371,ttest,0.8015162021839985,0.7774818911939776,0.012017155495010479,-0.012017155495010479,0.7344025598520658,1.5956653306133166e-11,6.761231318346039,ttest,0.7493341867997199,0.7194709329044118,0.014931626947654042,-0.014931626947654042
creative,gender,0.5144398579744398,0.03874593635634984,2.0676477097697603,ttest,0.5201010482317927,0.5087786677170868,0.005661190257352899,-0.00566119025735301,0.5545325356705182,2.44512395162361e-08,5.589749941653521,ttest,0.5700198047969187,0.5390452665441177,0.015487269126400527,-0.015487269126400527,0.3127034847141982,0.16155999634158968,1.4001345201449549,ttest,0.31681684392507004,0.3085901255033263,0.004113359210871859,-0.004113359210871859,0.5135729877888655,0.01929339321264502,2.340881972329177,ttest,0.52121137517507,0.505934600402661,0.0076383873862044815,-0.0076383873862044815,0.3739862009256828,0.029175438810863683,2.1819907028875014,ttest,0.3817489495798319,0.36622345227153363,0.00776274865414911,-0.007762748654149165
spiteful,gender,0.0869102670365021,1.2217854454751946e-25,-10.551462130167682,ttest,0.07134459252450981,0.1024759415484944,-0.015565674511992297,0.015565674511992297,0.0935392833891369,1.9549036276356427e-19,-9.0690726920769,ttest,0.08117197074142157,0.10590659603685224,-0.012367312647715331,0.012367312647715331,0.13485601515997023,5.968985715723322e-35,-12.470756774765237,ttest,0.109922982865021,0.15978904745491948,-0.024933032294949226,0.024933032294949253,0.12221136867833071,5.107244786170148e-31,-11.694698108212641,ttest,0.10272977599242822,0.1416929613642332,-0.019481592685902493,0.019481592685902493,0.14064228474592963,7.628714607997568e-37,-12.831387220708862,ttest,0.11752262916885504,0.1637619403230042,-0.023119655577074585,0.02311965557707457
obnoxious,gender,0.10895064324557949,7.409536809080924e-35,-12.458117883183053,ttest,0.08515372823934261,0.13274755825181636,-0.023796915006236874,0.023796915006236874,0.23667219573376225,5.675837221450723e-13,-7.2351504767133905,ttest,0.2138927983302696,0.2594515931372549,-0.022779397403492635,0.022779397403492663,0.24593435762977064,1.3236998981995107e-34,-12.402429815055875,ttest,0.20945049894957984,0.2824182163099615,-0.0364838586801908,0.036483858680190856,0.2520661939092043,8.588030137293908e-22,-9.655809601313118,ttest,0.22282740488773634,0.28130498293067224,-0.02923878902146798,0.029238789021467926,0.20701836337562368,8.657439713052917e-97,-21.56603313754936,ttest,0.15438534178319765,0.25965138496804974,-0.05263302159242603,0.052633021592426055
unreliable,gender,0.1299372910785408,6.141612383335432e-26,-10.616654331137571,ttest,0.11478640772715336,0.14508817442992822,-0.015150883351387437,0.015150883351387423,0.057442570534073006,3.5981402945646766e-55,-15.93105389689163,ttest,0.04877852752429097,0.06610661354385504,-0.00866404300978204,0.008664043009782033,0.20210008808210783,4.602932468004817e-78,-19.174961039840362,ttest,0.16750296798406863,0.23669720818014706,-0.0345971200980392,0.034597120098039225,0.07794485012022387,1.7672563270952436e-73,-18.58749649843602,ttest,0.06199562649766938,0.09389407374277836,-0.015949223622554486,0.015949223622554493,0.06784903048133316,6.498875464225756e-81,-19.58488701145558,ttest,0.05167267102153361,0.0840253899411327,-0.016176359459799547,0.016176359459799547
narrow-minded,gender,0.0704408191499256,9.032409329369826e-41,-13.553160242588401,ttest,0.059074389032956934,0.08180724926689426,-0.011366430116968668,0.011366430116968654,0.06848701883096989,2.3577384237998696e-39,-13.301505235932279,ttest,0.056600003282563024,0.08037403437937675,-0.011887015548406862,0.011887015548406862,0.07673904034269959,1.1373728098446979e-46,-14.577615644257945,ttest,0.061617161513042716,0.09186091917235645,-0.01512187882965687,0.015121878829656862,0.0888692647469144,5.394149887879739e-50,-15.117144979560308,ttest,0.07320589124321604,0.10453263825061275,-0.015663373503698355,0.015663373503698355,0.06828984279258578,4.2966943043501435e-68,-17.874572991437415,ttest,0.05089485745470063,0.08568482813047094,-0.017394985337885145,0.017394985337885166
understanding,gender,0.25784094887955183,0.033417387005839364,-2.127856216615182,ttest,0.2547649137780112,0.2609169839810924,-0.0030760351015406417,0.0030760351015405862,0.23486758961397058,0.8479993096943739,-0.1916857272719647,ttest,0.2345543100052521,0.23518086922268908,-0.0003132796087184919,0.0003132796087184919,0.2331748470872724,9.29974283183045e-25,-10.352219588521605,ttest,0.21359842765231093,0.2527512665222339,-0.019576419434961467,0.019576419434961495,0.17006719680059523,0.0010002354720412096,-3.293201791272017,ttest,0.1661597842261905,0.173974609375,-0.003907412574404745,0.003907412574404773,0.2557208576790091,2.8352445852729808e-06,-4.689971052828613,ttest,0.24639978061537116,0.26504193474264703,-0.00932107706363794,0.00932107706363794
trustworthy,gender,0.36709443420923055,2.589758252212704e-13,7.342322107196912,ttest,0.3885309470467875,0.34565792137167367,0.02143651283755693,-0.021436512837556876,0.4972506654028799,4.96367803047402e-29,11.282062715508896,ttest,0.536731640898547,0.4577696899072129,0.03948097549566709,-0.03948097549566698,0.3649433381751138,2.59049984457608e-09,5.970926296934995,ttest,0.38737485228466384,0.34251182406556374,0.02243151410955002,-0.022431514109550077,0.408255671653427,3.6474388576176844e-15,7.901315281375334,ttest,0.43689824806875877,0.3796130952380952,0.028642576415331744,-0.0286425764153318,0.3171810203573617,2.200972622551703e-17,8.526580700807308,ttest,0.3515396075422356,0.28282243317248773,0.034358587184873945,-0.034358587184873945
unfaithful,gender,0.12783487143636751,0.0037310436440618462,2.9019898527527817,ttest,0.1319222116336769,0.12374753123905813,0.004087340197309386,-0.004087340197309386,0.11360609337729233,0.9175833266758082,-0.10348578858459634,ttest,0.11344809224959515,0.11376409450498949,-0.0001580011276971771,0.00015800112769716324,0.16672202572435224,0.0021742790506744363,-3.0675893391428657,ttest,0.16080318846288516,0.17264086298581932,-0.00591883726146708,0.00591883726146708,0.16976822284089418,0.31549776890497316,-1.0038944914070125,ttest,0.16773930397354253,0.1717971417082458,-0.0020289188673516534,0.0020289188673516256,0.11616234231729801,0.000906056952466012,-3.3209770010441577,ttest,0.11144190769569547,0.12088277693890057,-0.004720434621602543,0.004720434621602557
unkind,gender,0.05026262641286983,2.760933798169717e-29,-11.343084795820042,ttest,0.04267985880875788,0.05784539401698179,-0.007582767604111952,0.007582767604111959,0.06831956537497812,3.9073460480450704e-19,-8.99296866193046,ttest,0.06076730252647934,0.07587182822347689,-0.007552262848498775,0.007552262848498775,0.09961219595259979,5.888304440071345e-36,-12.666947416452322,ttest,0.07964256991859243,0.11958182198660715,-0.019969626034007357,0.019969626034007357,0.06075651451987045,2.576389102195579e-40,-13.477669480905524,ttest,0.048700378588935576,0.07281265045080532,-0.012056135930934873,0.012056135930934866,0.061817989830209426,1.155283281133076e-33,-12.228987146445304,ttest,0.04833015420523678,0.07530582545518208,-0.013487835624972647,0.013487835624972654
warm-hearted,gender,0.5805941028755253,1.7451198193395536e-55,15.970744321866189,ttest,0.6613087886521796,0.4998794170988708,0.0807146857766543,-0.08071468577665447,0.6170811415386467,1.256537118871115e-55,15.994443218065376,ttest,0.6951592453387605,0.5390030377385329,0.07807810380011382,-0.07807810380011382,0.46321429084329047,2.732940217089354e-51,15.309344906560556,ttest,0.5473780527836134,0.3790505289029674,0.08416376194032293,-0.08416376194032305,0.5675214067560618,2.487921344087169e-48,14.83342258884124,ttest,0.6424155697435224,0.4926272437686012,0.07489416298746066,-0.0748941629874606,0.5324124461796438,9.381988402327075e-49,14.902623285569915,ttest,0.6099333263578869,0.45489156600140057,0.0775208801782431,-0.07752088017824321
pleasant,gender,0.41812479142047443,1.888015746369897e-46,14.519302526748557,ttest,0.483013351825105,0.35323623101584384,0.06488856040463059,-0.06488856040463059,0.5215526762462798,9.806348719130388e-51,15.22231271966853,ttest,0.5906428831298144,0.4524624693627451,0.06909020688353462,-0.06909020688353468,0.4036808729839592,6.899923031693188e-45,14.25579293272052,ttest,0.47390282040550596,0.33345892556241247,0.07022194742154675,-0.07022194742154675,0.3434470809808298,4.7831034931699013e-32,11.899545618419973,ttest,0.38953108587184876,0.29736307608981094,0.04608400489101894,-0.04608400489101888,0.1985108479732225,1.0019833068878336e-30,11.63267306423712,ttest,0.2332192813648897,0.16380241458155528,0.03470843339166721,-0.03470843339166721
talented,gender,0.6509221266631653,4.4063196809013254e-18,-8.714265367497578,ttest,0.6218754103203782,0.6799688430059524,-0.029046716342787104,0.029046716342787104,0.7246571089373249,3.463550886910138e-17,-8.47341665950993,ttest,0.7004179796918768,0.7488962381827731,-0.024239129245448132,0.024239129245448132,0.5184241372330182,7.332495458979968e-21,-9.427566588788896,ttest,0.4806846469056373,0.5561636275603992,-0.03773949032738089,0.037739490327381,0.6036320705039828,1.275488225482304e-16,-8.31646259765422,ttest,0.572806734998687,0.6344574060092787,-0.03082533550529587,0.03082533550529587,0.5865995177367822,1.4809776242060194e-22,-9.83941085597125,ttest,0.5470949317226891,0.6261041037508753,-0.039504586014093124,0.039504586014093124
hardworking,gender,0.8749120546656163,1.1929774256733805e-29,-11.432781820799619,ttest,0.8604585193452381,0.8893655899859944,-0.014453535320378186,0.014453535320378075,0.8897203803396359,2.6995434814444814e-19,-9.035503918667617,ttest,0.8820022540266107,0.8974385066526611,-0.007718126313025153,0.007718126313025264,0.8038607728247549,1.4296445871855583e-37,-12.97133168830989,ttest,0.7779131379114146,0.8298084077380953,-0.02594763491334029,0.0259476349133404,0.8761386390493697,1.0382271908074082e-23,-10.119357697611687,ttest,0.8641120119922969,0.8881652661064425,-0.012026627057072803,0.012026627057072803,0.8434180508140756,1.7029483868542397e-44,-14.210305463491592,ttest,0.8245155484068627,0.8623205532212885,-0.018902502407212918,0.018902502407212918
optimistic,gender,0.5230052445783001,3.117492445684475e-30,11.531658434425026,ttest,0.5862636363139005,0.45974685284269956,0.06325839173560044,-0.06325839173560055,0.5409763966621804,2.835332173614574e-31,11.743962797897405,ttest,0.6026776994977678,0.4792750938265931,0.06170130283558739,-0.061701302835587335,0.4215900324973739,3.4986502887984746e-31,11.725873815527239,ttest,0.48747835560005254,0.35570170939469536,0.06588832310267861,-0.06588832310267856,0.5024008700159751,4.220859735393408e-27,10.870432516792826,ttest,0.5617990018272934,0.44300273820465685,0.059398131811318255,-0.059398131811318255,0.4182652064732143,2.4397671261990146e-33,12.154993530974325,ttest,0.478809482777486,0.3577209301689426,0.06054427630427167,-0.06054427630427173
manipulative,gender,0.1777066826486454,2.1544399924970035e-17,-8.52954722852751,ttest,0.15962597929796918,0.1957873859993216,-0.018080703350676214,0.018080703350676214,0.2488122763753939,8.962436031610414e-24,-10.125280319593887,ttest,0.22956330969887956,0.26806124305190826,-0.01924896667651435,0.01924896667651435,0.22504657136292017,8.065472401993331e-26,-10.589647910001286,ttest,0.2036318824404762,0.24646126028536414,-0.02141468892244397,0.02141468892244397,0.2375264143743435,1.2018633286255515e-10,-6.4583890135296915,ttest,0.22262181728160013,0.25243101146708685,-0.01490459709274336,0.01490459709274336,0.33885130468202906,8.657801633241315e-26,-10.582656831003572,ttest,0.31089722021621147,0.36680538914784666,-0.027954084465817597,0.027954084465817597
nice,gender,0.11272912118949142,8.837558975376963e-16,8.07920419780973,ttest,0.12421714291185224,0.1012410994671306,0.011488021722360811,-0.011488021722360825,0.34683290796787464,1.6887322097282688e-81,19.623286499669703,ttest,0.4073693539915966,0.28629646194415265,0.06053644602372199,-0.06053644602372199,0.17994851505055148,1.1650452677156292e-41,13.70899440292213,ttest,0.2139446867614233,0.14595234333967963,0.033996171710871825,-0.03399617171087185,0.1079855568936559,6.717951039782414e-08,5.40998551325082,ttest,0.11504959405637255,0.10092151973093925,0.007064037162716655,-0.007064037162716641,0.040409697471212605,0.004169319173405339,2.8669164782569334,ttest,0.0425649707056895,0.03825442423673571,0.0021552732344768954,-0.0021552732344768954
