Image Path,Predicted Gender,Predicted Age,Skin Tone,Target,Skin Tone Group,Intersection,Reliability Score Gender,Reliability Score Age,file
/AI_Face_imagesV2/Real/FFHQ/35590.png,0,1,2,0,0,0,,,AIFace/FFHQ/35590.png
/AI_Face_imagesV2/Real/FFHQ/19634.png,0,1,2,0,0,0,,,AIFace/FFHQ/19634.png
/AI_Face_imagesV2/Real/imdb_wiki/imdb/60/nm2923560_rm249140992_1987-9-26_2003_face1.jpg,0,1,2,0,0,0,,,AIFace/imdb_wiki/imdb/60/nm2923560_rm249140992_1987-9-26_2003_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/04045.png,0,1,2,0,0,0,,,AIFace/FFHQ/04045.png
/AI_Face_imagesV2/Real/imdb_wiki/wiki/56/1085956_1978-06-02_2000_face1.jpg,0,1,2,0,0,0,,,AIFace/imdb_wiki/wiki/56/1085956_1978-06-02_2000_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/17231.png,0,1,2,0,0,0,,,AIFace/FFHQ/17231.png
/AI_Face_imagesV2/Real/imdb_wiki/wiki/67/39308967_1997-09-30_2013_face1.jpg,0,1,2,0,0,0,,,AIFace/imdb_wiki/wiki/67/39308967_1997-09-30_2013_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/16873.png,0,1,2,0,0,0,,,AIFace/FFHQ/16873.png
/AI_Face_imagesV2/Real/FFHQ/10328.png,0,1,2,0,0,0,,,AIFace/FFHQ/10328.png
/AI_Face_imagesV2/Real/imdb_wiki/wiki/30/303130_1970-10-09_1993_face1.jpg,0,1,2,0,0,0,,,AIFace/imdb_wiki/wiki/30/303130_1970-10-09_1993_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/07/nm0000207_rm635803648_1980-2-12_2000_face1.jpg,0,1,2,0,0,0,,,AIFace/imdb_wiki/imdb/07/nm0000207_rm635803648_1980-2-12_2000_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/03487.png,0,1,2,0,0,0,,,AIFace/FFHQ/03487.png
/AI_Face_imagesV2/Real/imdb_wiki/imdb/47/nm0005447_rm624802048_1983-6-10_2001_face1.jpg,0,1,2,0,0,0,,,AIFace/imdb_wiki/imdb/47/nm0005447_rm624802048_1983-6-10_2001_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/61374.png,0,1,2,0,0,0,,,AIFace/FFHQ/61374.png
/AI_Face_imagesV2/Real/imdb_wiki/wiki/73/16605073_1943-04-06_1964_face1.jpg,0,1,2,0,0,0,,,AIFace/imdb_wiki/wiki/73/16605073_1943-04-06_1964_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/59608.png,0,1,3,0,0,0,,,AIFace/FFHQ/59608.png
/AI_Face_imagesV2/Real/FFHQ/19388.png,0,1,3,0,0,0,,,AIFace/FFHQ/19388.png
/AI_Face_imagesV2/Real/FFHQ/64734.png,0,1,3,0,0,0,,,AIFace/FFHQ/64734.png
/AI_Face_imagesV2/Real/FFHQ/23093.png,0,1,3,0,0,0,,,AIFace/FFHQ/23093.png
/AI_Face_imagesV2/Real/FFHQ/37387.png,0,1,3,0,0,0,,,AIFace/FFHQ/37387.png
/AI_Face_imagesV2/Real/imdb_wiki/wiki/44/656544_1985-10-23_2010_face1.jpg,0,1,3,0,0,0,,,AIFace/imdb_wiki/wiki/44/656544_1985-10-23_2010_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/47/nm0001147_rm261475840_1971-4-12_1988_face1.jpg,0,1,3,0,0,0,,,AIFace/imdb_wiki/imdb/47/nm0001147_rm261475840_1971-4-12_1988_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/22/nm0410622_rm2134292480_1981-11-2_2004_face1.jpg,0,1,3,0,0,0,,,AIFace/imdb_wiki/imdb/22/nm0410622_rm2134292480_1981-11-2_2004_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/wiki/61/42820061_1993-11-23_2013_face1.jpg,0,1,3,0,0,0,,,AIFace/imdb_wiki/wiki/61/42820061_1993-11-23_2013_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/66/nm0005466_rm304388864_1981-3-28_2002_face1.jpg,0,1,3,0,0,0,,,AIFace/imdb_wiki/imdb/66/nm0005466_rm304388864_1981-3-28_2002_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/29873.png,0,1,3,0,0,0,,,AIFace/FFHQ/29873.png
/AI_Face_imagesV2/Real/FFHQ/31226.png,0,1,3,0,0,0,,,AIFace/FFHQ/31226.png
/AI_Face_imagesV2/Real/imdb_wiki/imdb/50/nm1113550_rm3136221696_1996-4-14_2015_face1.jpg,0,1,3,0,0,0,,,AIFace/imdb_wiki/imdb/50/nm1113550_rm3136221696_1996-4-14_2015_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/41142.png,0,1,3,0,0,0,,,AIFace/FFHQ/41142.png
/AI_Face_imagesV2/Real/FFHQ/05699.png,0,1,3,0,0,0,,,AIFace/FFHQ/05699.png
/AI_Face_imagesV2/Real/imdb_wiki/imdb/97/nm0939697_rm812030464_1987-9-7_2005_face1.jpg,0,1,3,0,0,0,,,AIFace/imdb_wiki/imdb/97/nm0939697_rm812030464_1987-9-7_2005_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/35559.png,0,1,3,0,0,0,,,AIFace/FFHQ/35559.png
/AI_Face_imagesV2/Real/FFHQ/22297.png,0,1,3,0,0,0,,,AIFace/FFHQ/22297.png
/AI_Face_imagesV2/Real/imdb_wiki/imdb/12/nm1568512_rm4085953536_1991-11-11_2011_face1.jpg,0,1,4,0,1,1,,,AIFace/imdb_wiki/imdb/12/nm1568512_rm4085953536_1991-11-11_2011_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/48127.png,0,1,4,0,1,1,,,AIFace/FFHQ/48127.png
/AI_Face_imagesV2/Real/imdb_wiki/imdb/71/nm1697771_rm4002980352_1990-6-6_2011_face1.jpg,0,1,4,0,1,1,,,AIFace/imdb_wiki/imdb/71/nm1697771_rm4002980352_1990-6-6_2011_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/56958.png,0,1,4,0,1,1,,,AIFace/FFHQ/56958.png
/AI_Face_imagesV2/Real/FFHQ/01184.png,0,1,4,0,1,1,,,AIFace/FFHQ/01184.png
/AI_Face_imagesV2/Real/FFHQ/43721.png,0,1,4,0,1,1,,,AIFace/FFHQ/43721.png
/AI_Face_imagesV2/Real/FFHQ/23443.png,0,1,4,0,1,1,,,AIFace/FFHQ/23443.png
/AI_Face_imagesV2/Real/imdb_wiki/imdb/13/nm4296013_rm3439773952_1993-5-10_2014_face1.jpg,0,1,4,0,1,1,,,AIFace/imdb_wiki/imdb/13/nm4296013_rm3439773952_1993-5-10_2014_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/18164.png,0,1,4,0,1,1,,,AIFace/FFHQ/18164.png
/AI_Face_imagesV2/Real/FFHQ/58640.png,0,1,4,0,1,1,,,AIFace/FFHQ/58640.png
/AI_Face_imagesV2/Real/FFHQ/66475.png,0,1,4,0,1,1,,,AIFace/FFHQ/66475.png
/AI_Face_imagesV2/Real/imdb_wiki/imdb/97/nm2413197_rm315533824_1992-5-4_2011_face1.jpg,0,1,4,0,1,1,,,AIFace/imdb_wiki/imdb/97/nm2413197_rm315533824_1992-5-4_2011_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/58489.png,0,1,4,0,1,1,,,AIFace/FFHQ/58489.png
/AI_Face_imagesV2/Real/FFHQ/18358.png,0,1,4,0,1,1,,,AIFace/FFHQ/18358.png
/AI_Face_imagesV2/Real/FFHQ/64712.png,0,1,4,0,1,1,,,AIFace/FFHQ/64712.png
/AI_Face_imagesV2/Real/FFHQ/56497.png,0,1,4,0,1,1,,,AIFace/FFHQ/56497.png
/AI_Face_imagesV2/Real/FFHQ/37155.png,0,1,4,0,1,1,,,AIFace/FFHQ/37155.png
/AI_Face_imagesV2/Real/FFHQ/06277.png,0,1,4,0,1,1,,,AIFace/FFHQ/06277.png
/AI_Face_imagesV2/Real/FFHQ/24514.png,0,1,5,0,1,1,,,AIFace/FFHQ/24514.png
/AI_Face_imagesV2/Real/FFHQ/57532.png,0,1,5,0,1,1,,,AIFace/FFHQ/57532.png
/AI_Face_imagesV2/Real/FFHQ/16508.png,0,1,5,0,1,1,,,AIFace/FFHQ/16508.png
/AI_Face_imagesV2/Real/FFHQ/33949.png,0,1,5,0,1,1,,,AIFace/FFHQ/33949.png
/AI_Face_imagesV2/Real/FFHQ/30259.png,0,1,5,0,1,1,,,AIFace/FFHQ/30259.png
/AI_Face_imagesV2/Real/imdb_wiki/imdb/53/nm2138653_rm3548350976_1986-1-5_2009_face1.jpg,0,1,5,0,1,1,,,AIFace/imdb_wiki/imdb/53/nm2138653_rm3548350976_1986-1-5_2009_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/53/nm0601553_rm2280233728_1984-4-10_2007_face1.jpg,0,1,5,0,1,1,,,AIFace/imdb_wiki/imdb/53/nm0601553_rm2280233728_1984-4-10_2007_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/53208.png,0,1,5,0,1,1,,,AIFace/FFHQ/53208.png
/AI_Face_imagesV2/Real/FFHQ/18561.png,0,1,5,0,1,1,,,AIFace/FFHQ/18561.png
/AI_Face_imagesV2/Real/imdb_wiki/imdb/35/nm2371735_rm3380322304_1989-8-4_2012_face1.jpg,0,1,5,0,1,1,,,AIFace/imdb_wiki/imdb/35/nm2371735_rm3380322304_1989-8-4_2012_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/07/nm0993507_rm1666094080_1986-6-13_2008_face1.jpg,0,1,5,0,1,1,,,AIFace/imdb_wiki/imdb/07/nm0993507_rm1666094080_1986-6-13_2008_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/30186.png,0,1,5,0,1,1,,,AIFace/FFHQ/30186.png
/AI_Face_imagesV2/Real/FFHQ/67984.png,0,1,5,0,1,1,,,AIFace/FFHQ/67984.png
/AI_Face_imagesV2/Real/FFHQ/64754.png,0,1,5,0,1,1,,,AIFace/FFHQ/64754.png
/AI_Face_imagesV2/Real/FFHQ/55068.png,0,1,5,0,1,1,,,AIFace/FFHQ/55068.png
/AI_Face_imagesV2/Real/FFHQ/13470.png,0,1,5,0,1,1,,,AIFace/FFHQ/13470.png
/AI_Face_imagesV2/Real/imdb_wiki/imdb/26/nm2598726_rm2672594432_1985-4-3_2009_face1.jpg,0,1,5,0,1,1,,,AIFace/imdb_wiki/imdb/26/nm2598726_rm2672594432_1985-4-3_2009_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/25/nm1411125_rm3414599936_1992-7-22_2012_face1.jpg,0,1,5,0,1,1,,,AIFace/imdb_wiki/imdb/25/nm1411125_rm3414599936_1992-7-22_2012_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/63408.png,0,1,6,0,1,1,,,AIFace/FFHQ/63408.png
/AI_Face_imagesV2/Real/FFHQ/62687.png,0,1,6,0,1,1,,,AIFace/FFHQ/62687.png
/AI_Face_imagesV2/Real/FFHQ/04103.png,0,1,6,0,1,1,,,AIFace/FFHQ/04103.png
/AI_Face_imagesV2/Real/imdb_wiki/imdb/95/nm0004695_rm4090730496_1981-4-28_1999_face1.jpg,0,1,6,0,1,1,,,AIFace/imdb_wiki/imdb/95/nm0004695_rm4090730496_1981-4-28_1999_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/43/nm1580243_rm2628617472_1979-11-12_2003_face1.jpg,0,1,6,0,1,1,,,AIFace/imdb_wiki/imdb/43/nm1580243_rm2628617472_1979-11-12_2003_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/wiki/80/30941880_1989-07-04_2013_face1.jpg,0,1,6,0,1,1,,,AIFace/imdb_wiki/wiki/80/30941880_1989-07-04_2013_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/31427.png,0,1,6,0,1,1,,,AIFace/FFHQ/31427.png
/AI_Face_imagesV2/Real/FFHQ/16621.png,0,1,6,0,1,1,,,AIFace/FFHQ/16621.png
/AI_Face_imagesV2/Real/imdb_wiki/wiki/70/26250170_1990-03-15_2010_face1.jpg,0,1,6,0,1,1,,,AIFace/imdb_wiki/wiki/70/26250170_1990-03-15_2010_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/47/nm0001147_rm747608320_1971-4-12_1995_face1.jpg,0,1,6,0,1,1,,,AIFace/imdb_wiki/imdb/47/nm0001147_rm747608320_1971-4-12_1995_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/68118.png,0,1,6,0,1,1,,,AIFace/FFHQ/68118.png
/AI_Face_imagesV2/Real/imdb_wiki/wiki/76/39937376_1995-02-15_2013_face1.jpg,0,1,6,0,1,1,,,AIFace/imdb_wiki/wiki/76/39937376_1995-02-15_2013_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/wiki/07/34081007_1988-06-11_2012_face1.jpg,0,1,6,0,1,1,,,AIFace/imdb_wiki/wiki/07/34081007_1988-06-11_2012_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/66/nm0005466_rm3275922176_1981-3-28_2001_face1.jpg,0,1,6,0,1,1,,,AIFace/imdb_wiki/imdb/66/nm0005466_rm3275922176_1981-3-28_2001_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/05/nm0192505_rm409261824_1985-11-30_2007_face1.jpg,0,1,6,0,1,1,,,AIFace/imdb_wiki/imdb/05/nm0192505_rm409261824_1985-11-30_2007_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/30/nm1551130_rm3455430656_1993-8-26_2012_face1.jpg,0,1,6,0,1,1,,,AIFace/imdb_wiki/imdb/30/nm1551130_rm3455430656_1993-8-26_2012_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/76/nm0829576_rm2532375552_1990-4-9_2014_face1.jpg,0,1,6,0,1,1,,,AIFace/imdb_wiki/imdb/76/nm0829576_rm2532375552_1990-4-9_2014_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/12/nm0914612_rm3377170176_1990-4-15_2010_face1.jpg,0,1,6,0,1,1,,,AIFace/imdb_wiki/imdb/12/nm0914612_rm3377170176_1990-4-15_2010_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/wiki/25/33622325_1993-09-18_2013_face1.jpg,0,1,7,0,2,2,,,AIFace/imdb_wiki/wiki/25/33622325_1993-09-18_2013_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/10671.png,0,1,7,0,2,2,,,AIFace/FFHQ/10671.png
/AI_Face_imagesV2/Real/FFHQ/64781.png,0,1,7,0,2,2,,,AIFace/FFHQ/64781.png
/AI_Face_imagesV2/Real/FFHQ/64884.png,0,1,7,0,2,2,,,AIFace/FFHQ/64884.png
/AI_Face_imagesV2/Real/FFHQ/50181.png,0,1,7,0,2,2,,,AIFace/FFHQ/50181.png
/AI_Face_imagesV2/Real/imdb_wiki/imdb/02/nm3687902_rm1740744704_1986-11-3_2009_face1.jpg,0,1,7,0,2,2,,,AIFace/imdb_wiki/imdb/02/nm3687902_rm1740744704_1986-11-3_2009_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/61883.png,0,1,7,0,2,2,,,AIFace/FFHQ/61883.png
/AI_Face_imagesV2/Real/FFHQ/52766.png,0,1,7,0,2,2,,,AIFace/FFHQ/52766.png
/AI_Face_imagesV2/Real/imdb_wiki/imdb/86/nm1950086_rm1929418752_1983-8-4_2007_face1.jpg,0,1,7,0,2,2,,,AIFace/imdb_wiki/imdb/86/nm1950086_rm1929418752_1983-8-4_2007_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/14/nm1227814_rm2732294144_1988-12-14_2011_face1.jpg,0,1,7,0,2,2,,,AIFace/imdb_wiki/imdb/14/nm1227814_rm2732294144_1988-12-14_2011_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/39552.png,0,1,7,0,2,2,,,AIFace/FFHQ/39552.png
/AI_Face_imagesV2/Real/imdb_wiki/imdb/88/nm1733488_rm3484194816_1985-10-25_2005_face1.jpg,0,1,7,0,2,2,,,AIFace/imdb_wiki/imdb/88/nm1733488_rm3484194816_1985-10-25_2005_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/88/nm1733488_rm3564476928_1985-10-25_2005_face1.jpg,0,1,7,0,2,2,,,AIFace/imdb_wiki/imdb/88/nm1733488_rm3564476928_1985-10-25_2005_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/21099.png,0,1,7,0,2,2,,,AIFace/FFHQ/21099.png
/AI_Face_imagesV2/Real/FFHQ/05973.png,0,1,7,0,2,2,,,AIFace/FFHQ/05973.png
/AI_Face_imagesV2/Real/FFHQ/17573.png,0,1,7,0,2,2,,,AIFace/FFHQ/17573.png
/AI_Face_imagesV2/Real/imdb_wiki/wiki/12/3142312_1986-09-27_2004_face1.jpg,0,1,7,0,2,2,,,AIFace/imdb_wiki/wiki/12/3142312_1986-09-27_2004_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/24167.png,0,1,7,0,2,2,,,AIFace/FFHQ/24167.png
/AI_Face_imagesV2/Real/FFHQ/37282.png,0,1,8,0,2,2,,,AIFace/FFHQ/37282.png
/AI_Face_imagesV2/Real/FFHQ/56647.png,0,1,8,0,2,2,,,AIFace/FFHQ/56647.png
/AI_Face_imagesV2/Real/imdb_wiki/imdb/34/nm1870434_rm3971785472_1992-5-19_2013_face1.jpg,0,1,8,0,2,2,,,AIFace/imdb_wiki/imdb/34/nm1870434_rm3971785472_1992-5-19_2013_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/24454.png,0,1,8,0,2,2,,,AIFace/FFHQ/24454.png
/AI_Face_imagesV2/Real/FFHQ/38207.png,0,1,8,0,2,2,,,AIFace/FFHQ/38207.png
/AI_Face_imagesV2/Real/imdb_wiki/imdb/40/nm0885840_rm1904118016_1986-5-12_2010_face1.jpg,0,1,8,0,2,2,,,AIFace/imdb_wiki/imdb/40/nm0885840_rm1904118016_1986-5-12_2010_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/69706.png,0,1,8,0,2,2,,,AIFace/FFHQ/69706.png
/AI_Face_imagesV2/Real/imdb_wiki/wiki/42/38389842_1991-07-24_2014_face1.jpg,0,1,8,0,2,2,,,AIFace/imdb_wiki/wiki/42/38389842_1991-07-24_2014_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/05365.png,0,1,8,0,2,2,,,AIFace/FFHQ/05365.png
/AI_Face_imagesV2/Real/imdb_wiki/imdb/13/nm3762213_rm1332389632_1987-4-10_2010_face1.jpg,0,1,8,0,2,2,,,AIFace/imdb_wiki/imdb/13/nm3762213_rm1332389632_1987-4-10_2010_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/22/nm2304722_rm3441920512_1986-1-4_2009_face1.jpg,0,1,8,0,2,2,,,AIFace/imdb_wiki/imdb/22/nm2304722_rm3441920512_1986-1-4_2009_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/55/nm1423955_rm3411135488_1989-6-14_2010_face1.jpg,0,1,8,0,2,2,,,AIFace/imdb_wiki/imdb/55/nm1423955_rm3411135488_1989-6-14_2010_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/20/nm1095720_rm2877995264_1990-3-24_2011_face1.jpg,0,1,8,0,2,2,,,AIFace/imdb_wiki/imdb/20/nm1095720_rm2877995264_1990-3-24_2011_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/64/nm1667364_rm506841600_1989-12-18_2010_face1.jpg,0,1,8,0,2,2,,,AIFace/imdb_wiki/imdb/64/nm1667364_rm506841600_1989-12-18_2010_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/41228.png,0,1,8,0,2,2,,,AIFace/FFHQ/41228.png
/AI_Face_imagesV2/Real/imdb_wiki/imdb/97/nm4032297_rm686546176_1992-4-18_2013_face1.jpg,0,1,8,0,2,2,,,AIFace/imdb_wiki/imdb/97/nm4032297_rm686546176_1992-4-18_2013_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/16/nm0515116_rm3324555264_1987-8-25_2005_face1.jpg,0,1,8,0,2,2,,,AIFace/imdb_wiki/imdb/16/nm0515116_rm3324555264_1987-8-25_2005_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/16/nm2028116_rm2726480896_1995-3-9_2013_face1.jpg,0,1,8,0,2,2,,,AIFace/imdb_wiki/imdb/16/nm2028116_rm2726480896_1995-3-9_2013_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/18/nm1715118_rm3070465024_1987-7-16_2008_face1.jpg,0,1,9,0,2,2,,,AIFace/imdb_wiki/imdb/18/nm1715118_rm3070465024_1987-7-16_2008_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/59/nm0334159_rm1369091840_1989-9-5_2009_face1.jpg,0,1,9,0,2,2,,,AIFace/imdb_wiki/imdb/59/nm0334159_rm1369091840_1989-9-5_2009_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/wiki/54/2107854_1984-07-14_2008_face1.jpg,0,1,9,0,2,2,,,AIFace/imdb_wiki/wiki/54/2107854_1984-07-14_2008_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/38/nm2127038_rm2116321536_1987-5-13_2009_face1.jpg,0,1,9,0,2,2,,,AIFace/imdb_wiki/imdb/38/nm2127038_rm2116321536_1987-5-13_2009_face1.jpg
/AI_Face_imagesV2/Real/FFHQ/42678.png,0,1,9,0,2,2,,,AIFace/FFHQ/42678.png
/AI_Face_imagesV2/Real/imdb_wiki/wiki/04/33573204_1990-02-18_2012_face1.jpg,0,1,9,0,2,2,,,AIFace/imdb_wiki/wiki/04/33573204_1990-02-18_2012_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/04/nm0000204_rm202947328_1981-6-9_2005_face1.jpg,0,1,9,0,2,2,,,AIFace/imdb_wiki/imdb/04/nm0000204_rm202947328_1981-6-9_2005_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/25/nm1411125_rm157735168_1992-7-22_2013_face1.jpg,0,1,9,0,2,2,,,AIFace/imdb_wiki/imdb/25/nm1411125_rm157735168_1992-7-22_2013_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/64/nm1667364_rm4173179648_1989-12-18_2010_face1.jpg,0,1,9,0,2,2,,,AIFace/imdb_wiki/imdb/64/nm1667364_rm4173179648_1989-12-18_2010_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/18/nm1715118_rm3427308544_1987-7-16_2008_face1.jpg,0,1,9,0,2,2,,,AIFace/imdb_wiki/imdb/18/nm1715118_rm3427308544_1987-7-16_2008_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/70/nm0000670_rm3377693696_1961-5-31_1984_face1.jpg,0,1,9,0,2,2,,,AIFace/imdb_wiki/imdb/70/nm0000670_rm3377693696_1961-5-31_1984_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/08/nm2103508_rm3674193408_1992-2-19_2012_face1.jpg,0,1,9,0,2,2,,,AIFace/imdb_wiki/imdb/08/nm2103508_rm3674193408_1992-2-19_2012_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/45/nm2400045_rm4101811712_1989-1-9_2009_face1.jpg,0,1,9,0,2,2,,,AIFace/imdb_wiki/imdb/45/nm2400045_rm4101811712_1989-1-9_2009_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/imdb/89/nm2645189_rm2625418240_1987-1-2_2011_face1.jpg,0,1,9,0,2,2,,,AIFace/imdb_wiki/imdb/89/nm2645189_rm2625418240_1987-1-2_2011_face1.jpg
/AI_Face_imagesV2/Real/imdb_wiki/wiki/17/2531717_1950-02-13_1966_face1.jpg,0,1,9,0,2,2,,,AIFace/imdb_wiki/wiki/17/2531717_1950-02-13_1966_face1.jpg
